office,candidate,party,county,votes
President/Vice President,Carter / Mondale,Democratic,WARREN,6610
President/Vice President,De Berry / Zimmerman,Socialist Workers,WARREN,3
President/Vice President,Reagan / Bush,Republican,WARREN,7360
President/Vice President,Hall / Davis,Communist,WARREN,0
President/Vice President,Commoner / Harris,Citizens,WARREN,22
President/Vice President,Bubar / Dodge,Statesman,WARREN,3
President/Vice President,Anderson / Lucey,Nominated by Petition,WARREN,1369
President/Vice President,McReynolds / Drufenbrock,Socialist,WASHINGTON,1
President/Vice President,Clark / Koch,Libertarian,WASHINGTON,67
President/Vice President,Greaves / Varnum,American,WASHINGTON,2
President/Vice President,Carter / Mondale,Democratic,WASHINGTON,2877
President/Vice President,De Berry / Zimmerman,Socialist Workers,WASHINGTON,0
President/Vice President,Reagan / Bush,Republican,WASHINGTON,3967
President/Vice President,Hall / Davis,Communist,WASHINGTON,1
President/Vice President,Commoner / Harris,Citizens,WASHINGTON,4
President/Vice President,Bubar / Dodge,Statesman,WASHINGTON,3
President/Vice President,Anderson / Lucey,Nominated by Petition,WASHINGTON,703
President/Vice President,McReynolds / Drufenbrock,Socialist,WAYNE,2
President/Vice President,Clark / Koch,Libertarian,WAYNE,36
President/Vice President,Greaves / Varnum,American,WAYNE,0
President/Vice President,Carter / Mondale,Democratic,WAYNE,1627
President/Vice President,De Berry / Zimmerman,Socialist Workers,WAYNE,0
President/Vice President,Reagan / Bush,Republican,WAYNE,2221
President/Vice President,Hall / Davis,Communist,WAYNE,0
President/Vice President,Commoner / Harris,Citizens,WAYNE,0
President/Vice President,Bubar / Dodge,Statesman,WAYNE,0
President/Vice President,Anderson / Lucey,Nominated by Petition,WAYNE,218
President/Vice President,McReynolds / Drufenbrock,Socialist,WEBSTER,11
President/Vice President,Clark / Koch,Libertarian,WEBSTER,154
President/Vice President,Greaves / Varnum,American,WEBSTER,0
President/Vice President,Carter / Mondale,Democratic,WEBSTER,9001
President/Vice President,De Berry / Zimmerman,Socialist Workers,WEBSTER,6
President/Vice President,Reagan / Bush,Republican,WEBSTER,10438
President/Vice President,Hall / Davis,Communist,WEBSTER,2
President/Vice President,Commoner / Harris,Citizens,WEBSTER,28
President/Vice President,Bubar / Dodge,Statesman,WEBSTER,3
President/Vice President,Anderson / Lucey,Nominated by Petition,WEBSTER,1386
President/Vice President,McReynolds / Drufenbrock,Socialist,WINNEBAGO,0
President/Vice President,Clark / Koch,Libertarian,WINNEBAGO,35
President/Vice President,Greaves / Varnum,American,WINNEBAGO,1
President/Vice President,Carter / Mondale,Democratic,WINNEBAGO,2208
President/Vice President,De Berry / Zimmerman,Socialist Workers,WINNEBAGO,0
President/Vice President,Reagan / Bush,Republican,WINNEBAGO,3808
President/Vice President,Hall / Davis,Communist,WINNEBAGO,1
President/Vice President,Commoner / Harris,Citizens,WINNEBAGO,4
President/Vice President,Bubar / Dodge,Statesman,WINNEBAGO,0
President/Vice President,Anderson / Lucey,Nominated by Petition,WINNEBAGO,417
President/Vice President,McReynolds / Drufenbrock,Socialist,WINNESHIEK,4
President/Vice President,Clark / Koch,Libertarian,WINNESHIEK,81
President/Vice President,Greaves / Varnum,American,WINNESHIEK,0
President/Vice President,Carter / Mondale,Democratic,WINNESHIEK,3201
President/Vice President,De Berry / Zimmerman,Socialist Workers,WINNESHIEK,1
President/Vice President,Reagan / Bush,Republican,WINNESHIEK,5033
President/Vice President,Hall / Davis,Communist,WINNESHIEK,4
President/Vice President,Commoner / Harris,Citizens,WINNESHIEK,39
President/Vice President,Bubar / Dodge,Statesman,WINNESHIEK,3
President/Vice President,Anderson / Lucey,Nominated by Petition,WINNESHIEK,938
President/Vice President,McReynolds / Drufenbrock,Socialist,WOODBURY,20
President/Vice President,Clark / Koch,Libertarian,WOODBURY,489
President/Vice President,Greaves / Varnum,American,WOODBURY,7
President/Vice President,Carter / Mondale,Democratic,WOODBURY,15930
President/Vice President,De Berry / Zimmerman,Socialist Workers,WOODBURY,6
President/Vice President,Reagan / Bush,Republican,WOODBURY,23553
President/Vice President,Hall / Davis,Communist,WOODBURY,4
President/Vice President,Commoner / Harris,Citizens,WOODBURY,41
President/Vice President,Bubar / Dodge,Statesman,WOODBURY,5
President/Vice President,Anderson / Lucey,Nominated by Petition,WOODBURY,3184
President/Vice President,McReynolds / Drufenbrock,Socialist,WORTH,0
President/Vice President,Clark / Koch,Libertarian,WORTH,31
President/Vice President,Greaves / Varnum,American,WORTH,0
President/Vice President,Carter / Mondale,Democratic,WORTH,1721
President/Vice President,De Berry / Zimmerman,Socialist Workers,WORTH,0
President/Vice President,Reagan / Bush,Republican,WORTH,2247
President/Vice President,Hall / Davis,Communist,WORTH,0
President/Vice President,Commoner / Harris,Citizens,WORTH,5
President/Vice President,Bubar / Dodge,Statesman,WORTH,0
President/Vice President,Anderson / Lucey,Nominated by Petition,WORTH,301
President/Vice President,McReynolds / Drufenbrock,Socialist,WRIGHT,2
President/Vice President,Clark / Koch,Libertarian,WRIGHT,57
President/Vice President,Greaves / Varnum,American,WRIGHT,2
President/Vice President,Carter / Mondale,Democratic,WRIGHT,2645
President/Vice President,De Berry / Zimmerman,Socialist Workers,WRIGHT,1
President/Vice President,Reagan / Bush,Republican,WRIGHT,3936
President/Vice President,Hall / Davis,Communist,WRIGHT,0
President/Vice President,Commoner / Harris,Citizens,WRIGHT,4
President/Vice President,Bubar / Dodge,Statesman,WRIGHT,1
President/Vice President,Anderson / Lucey,Nominated by Petition,WRIGHT,497
