county,precinct,office,district,party,candidate,absentee_votes,polling_votes,votes
Kossuth,CR 2,State House,8,REP,Terry C. Baxter,0,12,12
Kossuth,CR 2,State House,8,REP,Write-in,0,0,0
Kossuth,CR IV RV,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,CR IV RV,U.S. Senate,,DEM,Robert M. Hogg,0,4,4
Kossuth,CR IV RV,U.S. Senate,,DEM,Patty Judge,0,8,8
Kossuth,CR IV RV,U.S. Senate,,DEM,Bob Krause,0,1,1
Kossuth,CR IV RV,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,CR IV RV,U.S. Senate,,REP,Charles E. Grassley,0,18,18
Kossuth,CR IV RV,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,CR IV RV,U.S. House,4,DEM,Kim Weaver,0,12,12
Kossuth,CR IV RV,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,CR IV RV,U.S. House,4,REP,Rick Bertrand,0,8,8
Kossuth,CR IV RV,U.S. House,4,REP,Steve King,0,12,12
Kossuth,CR IV RV,U.S. House,4,REP,Write-in,0,0,0
Kossuth,CR IV RV,State Senate,4,DEM,Write-in,0,0,0
Kossuth,CR IV RV,State Senate,4,DEM,Susan Bangert,0,1,1
Kossuth,CR IV RV,State Senate,4,REP,Dennis Guth,0,15,15
Kossuth,CR IV RV,State Senate,4,REP,Write-in,0,0,0
Kossuth,CR IV RV,State House,8,DEM,Write-in,0,0,0
Kossuth,CR IV RV,State House,8,REP,Terry C. Baxter,0,12,12
Kossuth,CR IV RV,State House,8,REP,Write-in,0,0,0
Kossuth,EG GT HS SW,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Kossuth,EG GT HS SW,U.S. Senate,,DEM,Robert M. Hogg,0,2,2
Kossuth,EG GT HS SW,U.S. Senate,,DEM,Patty Judge,0,7,7
Kossuth,EG GT HS SW,U.S. Senate,,DEM,Bob Krause,0,6,6
Kossuth,EG GT HS SW,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,EG GT HS SW,U.S. Senate,,REP,Charles E. Grassley,0,29,29
Kossuth,EG GT HS SW,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,EG GT HS SW,U.S. House,4,DEM,Kim Weaver,0,14,14
Kossuth,EG GT HS SW,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,EG GT HS SW,U.S. House,4,REP,Rick Bertrand,0,5,5
Kossuth,EG GT HS SW,U.S. House,4,REP,Steve King,0,24,24
Kossuth,EG GT HS SW,U.S. House,4,REP,Write-in,0,0,0
Kossuth,EG GT HS SW,State Senate,4,DEM,Write-in,0,1,1
Kossuth,EG GT HS SW,State Senate,4,REP,Dennis Guth,0,26,26
Kossuth,EG GT HS SW,State Senate,4,REP,Write-in,0,0,0
Kossuth,EG GT HS SW,State House,7,DEM,Dave Grussing,0,15,15
Kossuth,EG GT HS SW,State House,7,DEM,Write-in,0,0,0
Kossuth,EG GT HS SW,State House,7,REP,Tedd Gassman,0,28,28
Kossuth,EG GT HS SW,State House,7,REP,Write-in,0,0,0
Kossuth,GF WM,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Kossuth,GF WM,U.S. Senate,,DEM,Robert M. Hogg,0,10,10
Kossuth,GF WM,U.S. Senate,,DEM,Patty Judge,0,11,11
Kossuth,GF WM,U.S. Senate,,DEM,Bob Krause,0,5,5
Kossuth,GF WM,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,GF WM,U.S. Senate,,REP,Charles E. Grassley,0,20,20
Kossuth,GF WM,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,GF WM,U.S. House,4,DEM,Kim Weaver,0,25,25
Kossuth,GF WM,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,GF WM,U.S. House,4,REP,Rick Bertrand,0,7,7
Kossuth,GF WM,U.S. House,4,REP,Steve King,0,17,17
Kossuth,GF WM,U.S. House,4,REP,Write-in,0,0,0
Kossuth,GF WM,State Senate,4,DEM,Write-in,0,1,1
Kossuth,GF WM,State Senate,4,DEM,Susan Bangert,0,1,1
Kossuth,GF WM,State Senate,4,REP,Dennis Guth,0,21,21
Kossuth,GF WM,State Senate,4,REP,Write-in,0,0,0
Kossuth,GF WM,State House,8,DEM,Write-in,0,1,1
Kossuth,GF WM,State House,8,REP,Terry C. Baxter,0,21,21
Kossuth,GF WM,State House,8,REP,Write-in,0,0,0
Kossuth,GM RM,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,GM RM,U.S. Senate,,DEM,Robert M. Hogg,0,7,7
Kossuth,GM RM,U.S. Senate,,DEM,Patty Judge,0,8,8
Kossuth,GM RM,U.S. Senate,,DEM,Bob Krause,0,5,5
Kossuth,GM RM,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,GM RM,U.S. Senate,,REP,Charles E. Grassley,0,27,27
Kossuth,GM RM,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,GM RM,U.S. House,4,DEM,Kim Weaver,0,19,19
Kossuth,GM RM,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,GM RM,U.S. House,4,REP,Rick Bertrand,0,7,7
Kossuth,GM RM,U.S. House,4,REP,Steve King,0,21,21
Kossuth,GM RM,U.S. House,4,REP,Write-in,0,0,0
Kossuth,GM RM,State Senate,4,DEM,Write-in,0,2,2
Kossuth,GM RM,State Senate,4,REP,Dennis Guth,0,28,28
Kossuth,GM RM,State Senate,4,REP,Write-in,0,0,0
Kossuth,GM RM,State House,8,DEM,Write-in,0,1,1
Kossuth,GM RM,State House,8,REP,Terry C. Baxter,0,24,24
Kossuth,GM RM,State House,8,REP,Write-in,0,0,0
Kossuth,GW SN,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,GW SN,U.S. Senate,,DEM,Robert M. Hogg,0,6,6
Kossuth,GW SN,U.S. Senate,,DEM,Patty Judge,0,6,6
Kossuth,GW SN,U.S. Senate,,DEM,Bob Krause,0,0,0
Kossuth,GW SN,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,GW SN,U.S. Senate,,REP,Charles E. Grassley,0,6,6
Kossuth,GW SN,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,GW SN,U.S. House,4,DEM,Kim Weaver,0,11,11
Kossuth,GW SN,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,GW SN,U.S. House,4,REP,Rick Bertrand,0,1,1
Kossuth,GW SN,U.S. House,4,REP,Steve King,0,6,6
Kossuth,GW SN,U.S. House,4,REP,Write-in,0,0,0
Kossuth,GW SN,State Senate,4,DEM,Write-in,0,2,2
Kossuth,GW SN,State Senate,4,DEM,Susan Bangert,0,3,3
Kossuth,GW SN,State Senate,4,REP,Dennis Guth,0,6,6
Kossuth,GW SN,State Senate,4,REP,Write-in,0,0,0
Kossuth,GW SN,State House,7,DEM,Dave Grussing,0,11,11
Kossuth,GW SN,State House,7,DEM,Write-in,0,0,0
Kossuth,GW SN,State House,7,REP,Tedd Gassman,0,6,6
Kossuth,GW SN,State House,7,REP,Write-in,0,0,0
Kossuth,HB LY LN SF,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Kossuth,HB LY LN SF,U.S. Senate,,DEM,Robert M. Hogg,0,1,1
Kossuth,HB LY LN SF,U.S. Senate,,DEM,Patty Judge,0,7,7
Kossuth,HB LY LN SF,U.S. Senate,,DEM,Bob Krause,0,1,1
Kossuth,HB LY LN SF,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,HB LY LN SF,U.S. Senate,,REP,Charles E. Grassley,0,25,25
Kossuth,HB LY LN SF,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,HB LY LN SF,U.S. House,4,DEM,Kim Weaver,0,10,10
Kossuth,HB LY LN SF,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,HB LY LN SF,U.S. House,4,REP,Rick Bertrand,0,4,4
Kossuth,HB LY LN SF,U.S. House,4,REP,Steve King,0,22,22
Kossuth,HB LY LN SF,U.S. House,4,REP,Write-in,0,0,0
Kossuth,HB LY LN SF,State Senate,4,DEM,Write-in,0,1,1
Kossuth,HB LY LN SF,State Senate,4,REP,Dennis Guth,0,25,25
Kossuth,HB LY LN SF,State Senate,4,REP,Write-in,0,0,0
Kossuth,HB LY LN SF,State House,7,DEM,Dave Grussing,0,9,9
Kossuth,HB LY LN SF,State House,7,DEM,Write-in,0,0,0
Kossuth,HB LY LN SF,State House,7,REP,Tedd Gassman,0,24,24
Kossuth,HB LY LN SF,State House,7,REP,Write-in,0,0,0
Kossuth,IV PC,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,IV PC,U.S. Senate,,DEM,Robert M. Hogg,0,3,3
Kossuth,IV PC,U.S. Senate,,DEM,Patty Judge,0,1,1
Kossuth,IV PC,U.S. Senate,,DEM,Bob Krause,0,0,0
Kossuth,IV PC,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,IV PC,U.S. Senate,,REP,Charles E. Grassley,0,7,7
Kossuth,IV PC,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,IV PC,U.S. House,4,DEM,Kim Weaver,0,3,3
Kossuth,IV PC,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,IV PC,U.S. House,4,REP,Rick Bertrand,0,3,3
Kossuth,IV PC,U.S. House,4,REP,Steve King,0,4,4
Kossuth,IV PC,U.S. House,4,REP,Write-in,0,0,0
Kossuth,IV PC,State Senate,4,DEM,Write-in,0,1,1
Kossuth,IV PC,State Senate,4,REP,Dennis Guth,0,7,7
Kossuth,IV PC,State Senate,4,REP,Write-in,0,0,0
Kossuth,IV PC,State House,8,DEM,Write-in,0,0,0
Kossuth,IV PC,State House,8,REP,Terry C. Baxter,0,7,7
Kossuth,IV PC,State House,8,REP,Write-in,0,0,0
Kossuth,LC,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,LC,U.S. Senate,,DEM,Robert M. Hogg,0,4,4
Kossuth,LC,U.S. Senate,,DEM,Patty Judge,0,0,0
Kossuth,LC,U.S. Senate,,DEM,Bob Krause,0,1,1
Kossuth,LC,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,LC,U.S. Senate,,REP,Charles E. Grassley,0,3,3
Kossuth,LC,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,LC,U.S. House,4,DEM,Kim Weaver,0,5,5
Kossuth,LC,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,LC,U.S. House,4,REP,Rick Bertrand,0,0,0
Kossuth,LC,U.S. House,4,REP,Steve King,0,3,3
Kossuth,LC,U.S. House,4,REP,Write-in,0,0,0
Kossuth,LC,State Senate,4,DEM,Write-in,0,0,0
Kossuth,LC,State Senate,4,REP,Dennis Guth,0,3,3
Kossuth,LC,State Senate,4,REP,Write-in,0,0,0
Kossuth,LC,State House,8,DEM,Write-in,0,0,0
Kossuth,LC,State House,8,REP,Terry C. Baxter,0,3,3
Kossuth,LC,State House,8,REP,Write-in,0,0,0
Kossuth,LV SM,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Kossuth,LV SM,U.S. Senate,,DEM,Robert M. Hogg,0,3,3
Kossuth,LV SM,U.S. Senate,,DEM,Patty Judge,0,7,7
Kossuth,LV SM,U.S. Senate,,DEM,Bob Krause,0,2,2
Kossuth,LV SM,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,LV SM,U.S. Senate,,REP,Charles E. Grassley,0,23,23
Kossuth,LV SM,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,LV SM,U.S. House,4,DEM,Kim Weaver,0,10,10
Kossuth,LV SM,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,LV SM,U.S. House,4,REP,Rick Bertrand,0,9,9
Kossuth,LV SM,U.S. House,4,REP,Steve King,0,16,16
Kossuth,LV SM,U.S. House,4,REP,Write-in,0,0,0
Kossuth,LV SM,State Senate,4,DEM,Write-in,0,2,2
Kossuth,LV SM,State Senate,4,DEM,Susan Bangert,0,2,2
Kossuth,LV SM,State Senate,4,REP,Dennis Guth,0,18,18
Kossuth,LV SM,State Senate,4,REP,Write-in,0,2,2
Kossuth,LV SM,State House,8,DEM,Write-in,0,1,1
Kossuth,LV SM,State House,8,REP,Terry C. Baxter,0,21,21
Kossuth,LV SM,State House,8,REP,Write-in,0,0,0
Kossuth,PC,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,PC,U.S. Senate,,DEM,Robert M. Hogg,0,0,0
Kossuth,PC,U.S. Senate,,DEM,Patty Judge,0,0,0
Kossuth,PC,U.S. Senate,,DEM,Bob Krause,0,0,0
Kossuth,PC,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,PC,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Kossuth,PC,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,PC,U.S. House,4,DEM,Kim Weaver,0,1,1
Kossuth,PC,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,PC,U.S. House,4,REP,Rick Bertrand,0,1,1
Kossuth,PC,U.S. House,4,REP,Steve King,0,9,9
Kossuth,PC,U.S. House,4,REP,Write-in,0,0,0
Kossuth,PC,State Senate,4,DEM,Write-in,0,0,0
Kossuth,PC,State Senate,4,REP,Dennis Guth,0,10,10
Kossuth,PC,State Senate,4,REP,Write-in,0,0,0
Kossuth,PC,State House,8,DEM,Write-in,0,0,0
Kossuth,PC,State House,8,REP,Terry C. Baxter,0,8,8
Kossuth,PC,State House,8,REP,Write-in,0,0,0
Kossuth,PR WL,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Kossuth,PR WL,U.S. Senate,,DEM,Robert M. Hogg,0,3,3
Kossuth,PR WL,U.S. Senate,,DEM,Patty Judge,0,11,11
Kossuth,PR WL,U.S. Senate,,DEM,Bob Krause,0,2,2
Kossuth,PR WL,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,PR WL,U.S. Senate,,REP,Charles E. Grassley,0,19,19
Kossuth,PR WL,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,PR WL,U.S. House,4,DEM,Kim Weaver,0,15,15
Kossuth,PR WL,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,PR WL,U.S. House,4,REP,Rick Bertrand,0,7,7
Kossuth,PR WL,U.S. House,4,REP,Steve King,0,14,14
Kossuth,PR WL,U.S. House,4,REP,Write-in,0,0,0
Kossuth,PR WL,State Senate,4,DEM,Write-in,0,0,0
Kossuth,PR WL,State Senate,4,REP,Dennis Guth,0,14,14
Kossuth,PR WL,State Senate,4,REP,Write-in,0,0,0
Kossuth,PR WL,State House,8,DEM,Write-in,0,0,0
Kossuth,PR WL,State House,8,REP,Terry C. Baxter,0,14,14
Kossuth,PR WL,State House,8,REP,Write-in,0,0,0
Kossuth,UN,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Kossuth,UN,U.S. Senate,,DEM,Robert M. Hogg,0,0,0
Kossuth,UN,U.S. Senate,,DEM,Patty Judge,0,1,1
Kossuth,UN,U.S. Senate,,DEM,Bob Krause,0,0,0
Kossuth,UN,U.S. Senate,,DEM,Write-in,0,0,0
Kossuth,UN,U.S. Senate,,REP,Charles E. Grassley,0,0,0
Kossuth,UN,U.S. Senate,,REP,Write-in,0,0,0
Kossuth,UN,U.S. House,4,DEM,Kim Weaver,0,1,1
Kossuth,UN,U.S. House,4,DEM,Write-in,0,0,0
Kossuth,UN,U.S. House,4,REP,Rick Bertrand,0,2,2
Kossuth,UN,U.S. House,4,REP,Steve King,0,0,0
Kossuth,UN,U.S. House,4,REP,Write-in,0,0,0
Kossuth,UN,State Senate,4,DEM,Write-in,0,0,0
Kossuth,UN,State Senate,4,REP,Dennis Guth,0,0,0
Kossuth,UN,State Senate,4,REP,Write-in,0,0,0
Kossuth,UN,State House,7,DEM,Dave Grussing,0,1,1
Kossuth,UN,State House,7,DEM,Write-in,0,0,0
Kossuth,UN,State House,7,REP,Tedd Gassman,0,0,0
Kossuth,UN,State House,7,REP,Write-in,0,0,0
Lee,ABSENTEE,U.S. Senate,,DEM,Thomas L. Fiegen,0,37,37
Lee,ABSENTEE,U.S. Senate,,DEM,Robert M. Hogg,0,100,100
Lee,ABSENTEE,U.S. Senate,,DEM,Patty Judge,0,172,172
Lee,ABSENTEE,U.S. Senate,,DEM,Bob Krause,0,92,92
Lee,ABSENTEE,U.S. Senate,,DEM,Write-in,0,1,1
Lee,ABSENTEE,U.S. Senate,,REP,Charles E. Grassley,0,66,66
Lee,ABSENTEE,U.S. Senate,,REP,Write-in,0,3,3
Lee,ABSENTEE,U.S. House,2,DEM,Dave Loebsack,0,415,415
Lee,ABSENTEE,U.S. House,2,DEM,Write-in,0,1,1
Lee,ABSENTEE,U.S. House,2,REP,Christopher Peters,0,59,59
Lee,ABSENTEE,U.S. House,2,REP,Write-in,0,3,3
Lee,ABSENTEE,State Senate,42,DEM,Rich Taylor,0,414,414
Lee,ABSENTEE,State Senate,42,DEM,Write-in,0,1,1
Lee,ABSENTEE,State Senate,42,REP,Danny Graber,0,39,39
Lee,ABSENTEE,State Senate,42,REP,Ralph W. Holmstrom,0,22,22
Lee,ABSENTEE,State Senate,42,REP,Write-in,0,3,3
Lee,ABSENTEE,State House,83,DEM,Jerry Kearns,0,329,329
Lee,ABSENTEE,State House,83,DEM,Write-in,0,4,4
Lee,ABSENTEE,State House,83,REP,Write-in,0,6,6
Lee,ABSENTEE,State House,84,DEM,Carrie L. Duncan,0,86,86
Lee,ABSENTEE,State House,84,DEM,Write-in,0,0,0
Lee,ABSENTEE,State House,84,REP,David E. Heaton,0,14,14
Lee,ABSENTEE,State House,84,REP,Write-in,0,0,0
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,DEM,Thomas L. Fiegen,0,6,6
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,DEM,Robert M. Hogg,0,19,19
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,DEM,Patty Judge,0,26,26
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,DEM,Bob Krause,0,17,17
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,DEM,Write-in,0,0,0
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,REP,Charles E. Grassley,0,11,11
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. Senate,,REP,Write-in,0,1,1
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. House,2,DEM,Dave Loebsack,0,63,63
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. House,2,DEM,Write-in,0,2,2
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. House,2,REP,Christopher Peters,0,14,14
Lee,CHARLESTON/DES MOINES/VANBUREN,U.S. House,2,REP,Write-in,0,0,0
Lee,CHARLESTON/DES MOINES/VANBUREN,State Senate,42,DEM,Rich Taylor,0,65,65
Lee,CHARLESTON/DES MOINES/VANBUREN,State Senate,42,DEM,Write-in,0,3,3
Lee,CHARLESTON/DES MOINES/VANBUREN,State Senate,42,REP,Danny Graber,0,8,8
Lee,CHARLESTON/DES MOINES/VANBUREN,State Senate,42,REP,Ralph W. Holmstrom,0,5,5
Lee,CHARLESTON/DES MOINES/VANBUREN,State Senate,42,REP,Write-in,0,0,0
Lee,CHARLESTON/DES MOINES/VANBUREN,State House,83,DEM,Jerry Kearns,0,66,66
Lee,CHARLESTON/DES MOINES/VANBUREN,State House,83,DEM,Write-in,0,2,2
Lee,CHARLESTON/DES MOINES/VANBUREN,State House,83,REP,Write-in,0,2,2
Lee,FM1,U.S. Senate,,DEM,Thomas L. Fiegen,0,2,2
Lee,FM1,U.S. Senate,,DEM,Robert M. Hogg,0,11,11
Lee,FM1,U.S. Senate,,DEM,Patty Judge,0,18,18
Lee,FM1,U.S. Senate,,DEM,Bob Krause,0,7,7
Lee,FM1,U.S. Senate,,DEM,Write-in,0,0,0
Lee,FM1,U.S. Senate,,REP,Charles E. Grassley,0,11,11
Lee,FM1,U.S. Senate,,REP,Write-in,0,1,1
Lee,FM1,U.S. House,2,DEM,Dave Loebsack,0,36,36
Lee,FM1,U.S. House,2,DEM,Write-in,0,1,1
Lee,FM1,U.S. House,2,REP,Christopher Peters,0,10,10
Lee,FM1,U.S. House,2,REP,Write-in,0,1,1
Lee,FM1,State Senate,42,DEM,Rich Taylor,0,35,35
Lee,FM1,State Senate,42,DEM,Write-in,0,1,1
Lee,FM1,State Senate,42,REP,Danny Graber,0,6,6
Lee,FM1,State Senate,42,REP,Ralph W. Holmstrom,0,3,3
Lee,FM1,State Senate,42,REP,Write-in,0,0,0
Lee,FM1,State House,83,DEM,Jerry Kearns,0,32,32
Lee,FM1,State House,83,DEM,Write-in,0,1,1
Lee,FM1,State House,83,REP,Write-in,0,1,1
Lee,FM2,U.S. Senate,,DEM,Thomas L. Fiegen,0,6,6
Lee,FM2,U.S. Senate,,DEM,Robert M. Hogg,0,23,23
Lee,FM2,U.S. Senate,,DEM,Patty Judge,0,20,20
Lee,FM2,U.S. Senate,,DEM,Bob Krause,0,12,12
Lee,FM2,U.S. Senate,,DEM,Write-in,0,0,0
Lee,FM2,U.S. Senate,,REP,Charles E. Grassley,0,17,17
Lee,FM2,U.S. Senate,,REP,Write-in,0,0,0
Lee,FM2,U.S. House,2,DEM,Dave Loebsack,0,51,51
Lee,FM2,U.S. House,2,DEM,Write-in,0,4,4
Lee,FM2,U.S. House,2,REP,Christopher Peters,0,15,15
Lee,FM2,U.S. House,2,REP,Write-in,0,0,0
Lee,FM2,State Senate,42,DEM,Rich Taylor,0,52,52
Lee,FM2,State Senate,42,DEM,Write-in,0,1,1
Lee,FM2,State Senate,42,REP,Danny Graber,0,11,11
Lee,FM2,State Senate,42,REP,Ralph W. Holmstrom,0,5,5
Lee,FM2,State Senate,42,REP,Write-in,0,0,0
Lee,FM2,State House,83,DEM,Jerry Kearns,0,50,50
Lee,FM2,State House,83,DEM,Write-in,0,1,1
Lee,FM2,State House,83,REP,Write-in,0,0,0
Lee,FM3,U.S. Senate,,DEM,Thomas L. Fiegen,0,4,4
Lee,FM3,U.S. Senate,,DEM,Robert M. Hogg,0,12,12
Lee,FM3,U.S. Senate,,DEM,Patty Judge,0,27,27
Lee,FM3,U.S. Senate,,DEM,Bob Krause,0,19,19
Lee,FM3,U.S. Senate,,DEM,Write-in,0,1,1
Lee,FM3,U.S. Senate,,REP,Charles E. Grassley,0,19,19
Lee,FM3,U.S. Senate,,REP,Write-in,0,1,1
Lee,FM3,U.S. House,2,DEM,Dave Loebsack,0,60,60
Lee,FM3,U.S. House,2,DEM,Write-in,0,1,1
Lee,FM3,U.S. House,2,REP,Christopher Peters,0,19,19
Lee,FM3,U.S. House,2,REP,Write-in,0,0,0
Lee,FM3,State Senate,42,DEM,Rich Taylor,0,63,63
Lee,FM3,State Senate,42,DEM,Write-in,0,0,0
Lee,FM3,State Senate,42,REP,Danny Graber,0,13,13
Lee,FM3,State Senate,42,REP,Ralph W. Holmstrom,0,9,9
Lee,FM3,State Senate,42,REP,Write-in,0,0,0
Lee,FM3,State House,83,DEM,Jerry Kearns,0,60,60
Lee,FM3,State House,83,DEM,Write-in,0,1,1
Lee,FM3,State House,83,REP,Write-in,0,0,0
Lee,FM4A,U.S. Senate,,DEM,Thomas L. Fiegen,0,3,3
Lee,FM4A,U.S. Senate,,DEM,Robert M. Hogg,0,19,19
Lee,FM4A,U.S. Senate,,DEM,Patty Judge,0,27,27
Lee,FM4A,U.S. Senate,,DEM,Bob Krause,0,5,5
Lee,FM4A,U.S. Senate,,DEM,Write-in,0,0,0
Lee,FM4A,U.S. Senate,,REP,Charles E. Grassley,0,14,14
Lee,FM4A,U.S. Senate,,REP,Write-in,0,0,0
Lee,FM4A,U.S. House,2,DEM,Dave Loebsack,0,53,53
Lee,FM4A,U.S. House,2,DEM,Write-in,0,1,1
Lee,FM4A,U.S. House,2,REP,Christopher Peters,0,13,13
Lee,FM4A,U.S. House,2,REP,Write-in,0,0,0
Lee,FM4A,State Senate,42,DEM,Rich Taylor,0,52,52
Lee,FM4A,State Senate,42,DEM,Write-in,0,1,1
Lee,FM4A,State Senate,42,REP,Danny Graber,0,10,10
Lee,FM4A,State Senate,42,REP,Ralph W. Holmstrom,0,4,4
Lee,FM4A,State Senate,42,REP,Write-in,0,0,0
Lee,FM4A,State House,83,DEM,Jerry Kearns,0,51,51
Lee,FM4A,State House,83,DEM,Write-in,0,1,1
Lee,FM4A,State House,83,REP,Write-in,0,1,1
Lee,FM4B,U.S. Senate,,DEM,Thomas L. Fiegen,0,0,0
Lee,FM4B,U.S. Senate,,DEM,Robert M. Hogg,0,2,2
Lee,FM4B,U.S. Senate,,DEM,Patty Judge,0,11,11
Lee,FM4B,U.S. Senate,,DEM,Bob Krause,0,1,1
Lee,FM4B,U.S. Senate,,DEM,Write-in,0,0,0
Lee,FM4B,U.S. Senate,,REP,Charles E. Grassley,0,6,6
Lee,FM4B,U.S. Senate,,REP,Write-in,0,0,0
Lee,FM4B,U.S. House,2,DEM,Dave Loebsack,0,14,14
Lee,FM4B,U.S. House,2,DEM,Write-in,0,0,0
Lee,FM4B,U.S. House,2,REP,Christopher Peters,0,6,6
Lee,FM4B,U.S. House,2,REP,Write-in,0,0,0
Lee,FM4B,State Senate,42,DEM,Rich Taylor,0,13,13
Lee,FM4B,State Senate,42,DEM,Write-in,0,0,0
Lee,FM4B,State Senate,42,REP,Danny Graber,0,3,3
Lee,FM4B,State Senate,42,REP,Ralph W. Holmstrom,0,3,3
Lee,FM4B,State Senate,42,REP,Write-in,0,0,0
Lee,FM4B,State House,83,DEM,Jerry Kearns,0,14,14
Lee,FM4B,State House,83,DEM,Write-in,0,0,0
Lee,FM4B,State House,83,REP,Write-in,0,1,1
Lee,FM5/MADISON TWP,U.S. Senate,,DEM,Thomas L. Fiegen,0,3,3
Lee,FM5/MADISON TWP,U.S. Senate,,DEM,Robert M. Hogg,0,25,25
Lee,FM5/MADISON TWP,U.S. Senate,,DEM,Patty Judge,0,16,16
Lee,FM5/MADISON TWP,U.S. Senate,,DEM,Bob Krause,0,12,12
Lee,FM5/MADISON TWP,U.S. Senate,,DEM,Write-in,0,0,0
Lee,FM5/MADISON TWP,U.S. Senate,,REP,Charles E. Grassley,0,15,15
Lee,FM5/MADISON TWP,U.S. Senate,,REP,Write-in,0,0,0
Lee,FM5/MADISON TWP,U.S. House,2,DEM,Dave Loebsack,0,51,51
Lee,FM5/MADISON TWP,U.S. House,2,DEM,Write-in,0,1,1
Lee,FM5/MADISON TWP,U.S. House,2,REP,Christopher Peters,0,13,13
Lee,FM5/MADISON TWP,U.S. House,2,REP,Write-in,0,0,0
Lee,FM5/MADISON TWP,State Senate,42,DEM,Rich Taylor,0,52,52
Lee,FM5/MADISON TWP,State Senate,42,DEM,Write-in,0,2,2
Lee,FM5/MADISON TWP,State Senate,42,REP,Danny Graber,0,13,13
Lee,FM5/MADISON TWP,State Senate,42,REP,Ralph W. Holmstrom,0,1,1
Lee,FM5/MADISON TWP,State Senate,42,REP,Write-in,0,0,0
Lee,FM5/MADISON TWP,State House,83,DEM,Jerry Kearns,0,51,51
Lee,FM5/MADISON TWP,State House,83,DEM,Write-in,0,1,1
Lee,FM5/MADISON TWP,State House,83,REP,Write-in,0,3,3
Lee,FRANKLIN/CEDAR/MARION,U.S. Senate,,DEM,Thomas L. Fiegen,0,5,5
Lee,FRANKLIN/CEDAR/MARION,U.S. Senate,,DEM,Robert M. Hogg,0,26,26
Lee,FRANKLIN/CEDAR/MARION,U.S. Senate,,DEM,Patty Judge,0,52,52
Lee,FRANKLIN/CEDAR/MARION,U.S. Senate,,DEM,Bob Krause,0,19,19
