county,precinct,office,district,party,candidate,absentee_votes,polling_votes,votes
Dubuque,Cascade City Hall,State House,58,DEM,Write-in,0,0,0
Dubuque,Cascade City Hall,State House,58,REP,Allen Robert Ernst,0,1,1
Dubuque,Cascade City Hall,State House,58,REP,Andy McKean,0,37,37
Dubuque,Cascade City Hall,State House,58,REP,Joshua Sundstrom,0,3,3
Dubuque,Cascade City Hall,State House,58,REP,Write-in,0,0,0
Dubuque,Comiskey Park,U.S. Senate,,DEM,Thomas L. Fiegen,0,10,10
Dubuque,Comiskey Park,U.S. Senate,,DEM,Robert M. Hogg,0,29,29
Dubuque,Comiskey Park,U.S. Senate,,DEM,Patty Judge,0,69,69
Dubuque,Comiskey Park,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,Comiskey Park,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Comiskey Park,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Dubuque,Comiskey Park,U.S. Senate,,REP,Write-in,0,1,1
Dubuque,Comiskey Park,U.S. House,1,DEM,Pat Murphy,0,63,63
Dubuque,Comiskey Park,U.S. House,1,DEM,Monica Vernon,0,60,60
Dubuque,Comiskey Park,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Comiskey Park,U.S. House,1,REP,Rod Blum,0,8,8
Dubuque,Comiskey Park,U.S. House,1,REP,Write-in,0,2,2
Dubuque,Comiskey Park,State Senate,50,DEM,Pam Jochum,0,108,108
Dubuque,Comiskey Park,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Comiskey Park,State Senate,50,REP,John Hulsizer Jr.,0,8,8
Dubuque,Comiskey Park,State Senate,50,REP,Write-in,0,0,0
Dubuque,Comiskey Park,State House,100,DEM,Charles Isenhart,0,105,105
Dubuque,Comiskey Park,State House,100,DEM,Write-in,0,0,0
Dubuque,Comiskey Park,State House,100,REP,Write-in,0,0,0
Dubuque,Dyersville Social Center,U.S. Senate,,DEM,Thomas L. Fiegen,0,3,3
Dubuque,Dyersville Social Center,U.S. Senate,,DEM,Robert M. Hogg,0,10,10
Dubuque,Dyersville Social Center,U.S. Senate,,DEM,Patty Judge,0,18,18
Dubuque,Dyersville Social Center,U.S. Senate,,DEM,Bob Krause,0,4,4
Dubuque,Dyersville Social Center,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Dyersville Social Center,U.S. Senate,,REP,Charles E. Grassley,0,9,9
Dubuque,Dyersville Social Center,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Dyersville Social Center,U.S. House,1,DEM,Pat Murphy,0,14,14
Dubuque,Dyersville Social Center,U.S. House,1,DEM,Monica Vernon,0,21,21
Dubuque,Dyersville Social Center,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Dyersville Social Center,U.S. House,1,REP,Rod Blum,0,9,9
Dubuque,Dyersville Social Center,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Dyersville Social Center,State House,57,DEM,Tom Stecher,0,26,26
Dubuque,Dyersville Social Center,State House,57,DEM,Write-in,0,1,1
Dubuque,Dyersville Social Center,State House,57,REP,Shannon Lundgren,0,8,8
Dubuque,Dyersville Social Center,State House,57,REP,Write-in,0,0,0
Dubuque,Election Annex,U.S. Senate,,DEM,Thomas L. Fiegen,0,4,4
Dubuque,Election Annex,U.S. Senate,,DEM,Robert M. Hogg,0,15,15
Dubuque,Election Annex,U.S. Senate,,DEM,Patty Judge,0,26,26
Dubuque,Election Annex,U.S. Senate,,DEM,Bob Krause,0,8,8
Dubuque,Election Annex,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Election Annex,U.S. Senate,,REP,Charles E. Grassley,0,5,5
Dubuque,Election Annex,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Election Annex,U.S. House,1,DEM,Pat Murphy,0,33,33
Dubuque,Election Annex,U.S. House,1,DEM,Monica Vernon,0,23,23
Dubuque,Election Annex,U.S. House,1,DEM,Write-in,0,1,1
Dubuque,Election Annex,U.S. House,1,REP,Rod Blum,0,5,5
Dubuque,Election Annex,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Election Annex,State Senate,50,DEM,Pam Jochum,0,46,46
Dubuque,Election Annex,State Senate,50,DEM,Write-in,0,2,2
Dubuque,Election Annex,State Senate,50,REP,John Hulsizer Jr.,0,5,5
Dubuque,Election Annex,State Senate,50,REP,Write-in,0,0,0
Dubuque,Election Annex,State House,100,DEM,Charles Isenhart,0,47,47
Dubuque,Election Annex,State House,100,DEM,Write-in,0,2,2
Dubuque,Election Annex,State House,100,REP,Write-in,0,2,2
Dubuque,Emmaus Bible School,U.S. Senate,,DEM,Thomas L. Fiegen,0,11,11
Dubuque,Emmaus Bible School,U.S. Senate,,DEM,Robert M. Hogg,0,32,32
Dubuque,Emmaus Bible School,U.S. Senate,,DEM,Patty Judge,0,70,70
Dubuque,Emmaus Bible School,U.S. Senate,,DEM,Bob Krause,0,7,7
Dubuque,Emmaus Bible School,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Emmaus Bible School,U.S. Senate,,REP,Charles E. Grassley,0,6,6
Dubuque,Emmaus Bible School,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Emmaus Bible School,U.S. House,1,DEM,Pat Murphy,0,71,71
Dubuque,Emmaus Bible School,U.S. House,1,DEM,Monica Vernon,0,58,58
Dubuque,Emmaus Bible School,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Emmaus Bible School,U.S. House,1,REP,Rod Blum,0,7,7
Dubuque,Emmaus Bible School,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Emmaus Bible School,State Senate,50,DEM,Pam Jochum,0,114,114
Dubuque,Emmaus Bible School,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Emmaus Bible School,State Senate,50,REP,John Hulsizer Jr.,0,6,6
Dubuque,Emmaus Bible School,State Senate,50,REP,Write-in,0,1,1
Dubuque,Emmaus Bible School,State House,100,DEM,Charles Isenhart,0,103,103
Dubuque,Emmaus Bible School,State House,100,DEM,Write-in,0,2,2
Dubuque,Emmaus Bible School,State House,100,REP,Write-in,0,0,0
Dubuque,Epworth Council Chambers,U.S. Senate,,DEM,Thomas L. Fiegen,0,14,14
Dubuque,Epworth Council Chambers,U.S. Senate,,DEM,Robert M. Hogg,0,35,35
Dubuque,Epworth Council Chambers,U.S. Senate,,DEM,Patty Judge,0,141,141
Dubuque,Epworth Council Chambers,U.S. Senate,,DEM,Bob Krause,0,32,32
Dubuque,Epworth Council Chambers,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Epworth Council Chambers,U.S. Senate,,REP,Charles E. Grassley,0,17,17
Dubuque,Epworth Council Chambers,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Epworth Council Chambers,U.S. House,1,DEM,Pat Murphy,0,142,142
Dubuque,Epworth Council Chambers,U.S. House,1,DEM,Monica Vernon,0,109,109
Dubuque,Epworth Council Chambers,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Epworth Council Chambers,U.S. House,1,REP,Rod Blum,0,18,18
Dubuque,Epworth Council Chambers,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Epworth Council Chambers,State House,57,DEM,Tom Stecher,0,219,219
Dubuque,Epworth Council Chambers,State House,57,DEM,Write-in,0,0,0
Dubuque,Epworth Council Chambers,State House,57,REP,Shannon Lundgren,0,17,17
Dubuque,Epworth Council Chambers,State House,57,REP,Write-in,0,0,0
Dubuque,Farley Community Center,U.S. Senate,,DEM,Thomas L. Fiegen,0,6,6
Dubuque,Farley Community Center,U.S. Senate,,DEM,Robert M. Hogg,0,11,11
Dubuque,Farley Community Center,U.S. Senate,,DEM,Patty Judge,0,83,83
Dubuque,Farley Community Center,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,Farley Community Center,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Farley Community Center,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Dubuque,Farley Community Center,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Farley Community Center,U.S. House,1,DEM,Pat Murphy,0,69,69
Dubuque,Farley Community Center,U.S. House,1,DEM,Monica Vernon,0,49,49
Dubuque,Farley Community Center,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Farley Community Center,U.S. House,1,REP,Rod Blum,0,10,10
Dubuque,Farley Community Center,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Farley Community Center,State House,57,DEM,Tom Stecher,0,100,100
Dubuque,Farley Community Center,State House,57,DEM,Write-in,0,1,1
Dubuque,Farley Community Center,State House,57,REP,Shannon Lundgren,0,12,12
Dubuque,Farley Community Center,State House,57,REP,Write-in,0,0,0
Dubuque,Federal Building,U.S. Senate,,DEM,Thomas L. Fiegen,0,12,12
Dubuque,Federal Building,U.S. Senate,,DEM,Robert M. Hogg,0,23,23
Dubuque,Federal Building,U.S. Senate,,DEM,Patty Judge,0,44,44
Dubuque,Federal Building,U.S. Senate,,DEM,Bob Krause,0,8,8
Dubuque,Federal Building,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Federal Building,U.S. Senate,,REP,Charles E. Grassley,0,1,1
Dubuque,Federal Building,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Federal Building,U.S. House,1,DEM,Pat Murphy,0,48,48
Dubuque,Federal Building,U.S. House,1,DEM,Monica Vernon,0,43,43
Dubuque,Federal Building,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Federal Building,U.S. House,1,REP,Rod Blum,0,2,2
Dubuque,Federal Building,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Federal Building,State Senate,50,DEM,Pam Jochum,0,87,87
Dubuque,Federal Building,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Federal Building,State Senate,50,REP,John Hulsizer Jr.,0,1,1
Dubuque,Federal Building,State Senate,50,REP,Write-in,0,0,0
Dubuque,Federal Building,State House,99,DEM,Abby Finkenauer,0,82,82
Dubuque,Federal Building,State House,99,DEM,Write-in,0,1,1
Dubuque,Federal Building,State House,99,REP,Write-in,0,0,0
Dubuque,Fogarty Hall,U.S. Senate,,DEM,Thomas L. Fiegen,0,10,10
Dubuque,Fogarty Hall,U.S. Senate,,DEM,Robert M. Hogg,0,36,36
Dubuque,Fogarty Hall,U.S. Senate,,DEM,Patty Judge,0,120,120
Dubuque,Fogarty Hall,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,Fogarty Hall,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Fogarty Hall,U.S. Senate,,REP,Charles E. Grassley,0,13,13
Dubuque,Fogarty Hall,U.S. Senate,,REP,Write-in,0,1,1
Dubuque,Fogarty Hall,U.S. House,1,DEM,Pat Murphy,0,103,103
Dubuque,Fogarty Hall,U.S. House,1,DEM,Monica Vernon,0,89,89
Dubuque,Fogarty Hall,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Fogarty Hall,U.S. House,1,REP,Rod Blum,0,14,14
Dubuque,Fogarty Hall,U.S. House,1,REP,Write-in,0,1,1
Dubuque,Fogarty Hall,State Senate,50,DEM,Pam Jochum,0,174,174
Dubuque,Fogarty Hall,State Senate,50,DEM,Write-in,0,2,2
Dubuque,Fogarty Hall,State Senate,50,REP,John Hulsizer Jr.,0,12,12
Dubuque,Fogarty Hall,State Senate,50,REP,Write-in,0,1,1
Dubuque,Fogarty Hall,State House,99,DEM,Abby Finkenauer,0,168,168
Dubuque,Fogarty Hall,State House,99,DEM,Write-in,0,4,4
Dubuque,Fogarty Hall,State House,99,REP,Write-in,0,2,2
Dubuque,Holy Trinity Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,9,9
Dubuque,Holy Trinity Church,U.S. Senate,,DEM,Robert M. Hogg,0,35,35
Dubuque,Holy Trinity Church,U.S. Senate,,DEM,Patty Judge,0,80,80
Dubuque,Holy Trinity Church,U.S. Senate,,DEM,Bob Krause,0,15,15
Dubuque,Holy Trinity Church,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Holy Trinity Church,U.S. Senate,,REP,Charles E. Grassley,0,9,9
Dubuque,Holy Trinity Church,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Holy Trinity Church,U.S. House,1,DEM,Pat Murphy,0,95,95
Dubuque,Holy Trinity Church,U.S. House,1,DEM,Monica Vernon,0,59,59
Dubuque,Holy Trinity Church,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Holy Trinity Church,U.S. House,1,REP,Rod Blum,0,9,9
Dubuque,Holy Trinity Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Holy Trinity Church,State Senate,50,DEM,Pam Jochum,0,130,130
Dubuque,Holy Trinity Church,State Senate,50,DEM,Write-in,0,3,3
Dubuque,Holy Trinity Church,State Senate,50,REP,John Hulsizer Jr.,0,9,9
Dubuque,Holy Trinity Church,State Senate,50,REP,Write-in,0,0,0
Dubuque,Holy Trinity Church,State House,100,DEM,Charles Isenhart,0,129,129
Dubuque,Holy Trinity Church,State House,100,DEM,Write-in,0,2,2
Dubuque,Holy Trinity Church,State House,100,REP,Write-in,0,0,0
Dubuque,Hope Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,10,10
Dubuque,Hope Church,U.S. Senate,,DEM,Robert M. Hogg,0,23,23
Dubuque,Hope Church,U.S. Senate,,DEM,Patty Judge,0,78,78
Dubuque,Hope Church,U.S. Senate,,DEM,Bob Krause,0,10,10
Dubuque,Hope Church,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Hope Church,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Dubuque,Hope Church,U.S. Senate,,REP,Write-in,0,1,1
Dubuque,Hope Church,U.S. House,1,DEM,Pat Murphy,0,70,70
Dubuque,Hope Church,U.S. House,1,DEM,Monica Vernon,0,66,66
Dubuque,Hope Church,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Hope Church,U.S. House,1,REP,Rod Blum,0,13,13
Dubuque,Hope Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Hope Church,State Senate,50,DEM,Pam Jochum,0,110,110
Dubuque,Hope Church,State Senate,50,DEM,Write-in,0,1,1
Dubuque,Hope Church,State Senate,50,REP,John Hulsizer Jr.,0,8,8
Dubuque,Hope Church,State Senate,50,REP,Write-in,0,1,1
Dubuque,Hope Church,State House,100,DEM,Charles Isenhart,0,100,100
Dubuque,Hope Church,State House,100,DEM,Write-in,0,2,2
Dubuque,Hope Church,State House,100,REP,Write-in,0,0,0
Dubuque,Key West Fire Station,U.S. Senate,,DEM,Thomas L. Fiegen,0,5,5
Dubuque,Key West Fire Station,U.S. Senate,,DEM,Robert M. Hogg,0,26,26
Dubuque,Key West Fire Station,U.S. Senate,,DEM,Patty Judge,0,109,109
Dubuque,Key West Fire Station,U.S. Senate,,DEM,Bob Krause,0,16,16
Dubuque,Key West Fire Station,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Key West Fire Station,U.S. Senate,,REP,Charles E. Grassley,0,22,22
Dubuque,Key West Fire Station,U.S. Senate,,REP,Write-in,0,1,1
Dubuque,Key West Fire Station,U.S. House,1,DEM,Pat Murphy,0,84,84
Dubuque,Key West Fire Station,U.S. House,1,DEM,Monica Vernon,0,83,83
Dubuque,Key West Fire Station,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Key West Fire Station,U.S. House,1,REP,Rod Blum,0,21,21
Dubuque,Key West Fire Station,U.S. House,1,REP,Write-in,0,1,1
Dubuque,Key West Fire Station,State House,57,DEM,Tom Stecher,0,124,124
Dubuque,Key West Fire Station,State House,57,DEM,Write-in,0,0,0
Dubuque,Key West Fire Station,State House,57,REP,Shannon Lundgren,0,22,22
Dubuque,Key West Fire Station,State House,57,REP,Write-in,0,0,0
Dubuque,Key West Fire Station,State House,58,DEM,Peter Hird,0,1,1
Dubuque,Key West Fire Station,State House,58,DEM,Write-in,0,0,0
Dubuque,Key West Fire Station,State House,58,REP,Allen Robert Ernst,0,0,0
Dubuque,Key West Fire Station,State House,58,REP,Andy McKean,0,0,0
Dubuque,Key West Fire Station,State House,58,REP,Joshua Sundstrom,0,0,0
Dubuque,Key West Fire Station,State House,58,REP,Write-in,0,0,0
Dubuque,Luxemburg City Hall,U.S. Senate,,DEM,Thomas L. Fiegen,0,12,12
Dubuque,Luxemburg City Hall,U.S. Senate,,DEM,Robert M. Hogg,0,17,17
Dubuque,Luxemburg City Hall,U.S. Senate,,DEM,Patty Judge,0,75,75
Dubuque,Luxemburg City Hall,U.S. Senate,,DEM,Bob Krause,0,16,16
Dubuque,Luxemburg City Hall,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Luxemburg City Hall,U.S. Senate,,REP,Charles E. Grassley,0,14,14
Dubuque,Luxemburg City Hall,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Luxemburg City Hall,U.S. House,1,DEM,Pat Murphy,0,71,71
Dubuque,Luxemburg City Hall,U.S. House,1,DEM,Monica Vernon,0,63,63
Dubuque,Luxemburg City Hall,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Luxemburg City Hall,U.S. House,1,REP,Rod Blum,0,12,12
Dubuque,Luxemburg City Hall,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Luxemburg City Hall,State House,57,DEM,Tom Stecher,0,100,100
Dubuque,Luxemburg City Hall,State House,57,DEM,Write-in,0,0,0
Dubuque,Luxemburg City Hall,State House,57,REP,Shannon Lundgren,0,11,11
Dubuque,Luxemburg City Hall,State House,57,REP,Write-in,0,0,0
Dubuque,Meadow Golf Course,U.S. Senate,,DEM,Thomas L. Fiegen,0,6,6
Dubuque,Meadow Golf Course,U.S. Senate,,DEM,Robert M. Hogg,0,25,25
Dubuque,Meadow Golf Course,U.S. Senate,,DEM,Patty Judge,0,85,85
Dubuque,Meadow Golf Course,U.S. Senate,,DEM,Bob Krause,0,13,13
Dubuque,Meadow Golf Course,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Meadow Golf Course,U.S. Senate,,REP,Charles E. Grassley,0,16,16
Dubuque,Meadow Golf Course,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Meadow Golf Course,U.S. House,1,DEM,Pat Murphy,0,79,79
Dubuque,Meadow Golf Course,U.S. House,1,DEM,Monica Vernon,0,68,68
Dubuque,Meadow Golf Course,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Meadow Golf Course,U.S. House,1,REP,Rod Blum,0,17,17
Dubuque,Meadow Golf Course,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Meadow Golf Course,State House,57,DEM,Tom Stecher,0,123,123
Dubuque,Meadow Golf Course,State House,57,DEM,Write-in,0,0,0
Dubuque,Meadow Golf Course,State House,57,REP,Shannon Lundgren,0,17,17
Dubuque,Meadow Golf Course,State House,57,REP,Write-in,0,0,0
Dubuque,Operation New View,U.S. Senate,,DEM,Thomas L. Fiegen,0,1,1
Dubuque,Operation New View,U.S. Senate,,DEM,Robert M. Hogg,0,6,6
Dubuque,Operation New View,U.S. Senate,,DEM,Patty Judge,0,21,21
Dubuque,Operation New View,U.S. Senate,,DEM,Bob Krause,0,6,6
Dubuque,Operation New View,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Operation New View,U.S. Senate,,REP,Charles E. Grassley,0,15,15
Dubuque,Operation New View,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Operation New View,U.S. House,1,DEM,Pat Murphy,0,17,17
Dubuque,Operation New View,U.S. House,1,DEM,Monica Vernon,0,20,20
Dubuque,Operation New View,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Operation New View,U.S. House,1,REP,Rod Blum,0,16,16
Dubuque,Operation New View,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Operation New View,State House,57,DEM,Tom Stecher,0,29,29
Dubuque,Operation New View,State House,57,DEM,Write-in,0,0,0
Dubuque,Operation New View,State House,57,REP,Shannon Lundgren,0,14,14
Dubuque,Operation New View,State House,57,REP,Write-in,0,0,0
Dubuque,Peosta Community Center,U.S. Senate,,DEM,Thomas L. Fiegen,0,33,33
Dubuque,Peosta Community Center,U.S. Senate,,DEM,Robert M. Hogg,0,35,35
Dubuque,Peosta Community Center,U.S. Senate,,DEM,Patty Judge,0,130,130
Dubuque,Peosta Community Center,U.S. Senate,,DEM,Bob Krause,0,25,25
Dubuque,Peosta Community Center,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Peosta Community Center,U.S. Senate,,REP,Charles E. Grassley,0,16,16
Dubuque,Peosta Community Center,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Peosta Community Center,U.S. House,1,DEM,Pat Murphy,0,146,146
Dubuque,Peosta Community Center,U.S. House,1,DEM,Monica Vernon,0,107,107
Dubuque,Peosta Community Center,U.S. House,1,DEM,Write-in,0,1,1
Dubuque,Peosta Community Center,U.S. House,1,REP,Rod Blum,0,19,19
Dubuque,Peosta Community Center,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Peosta Community Center,State House,57,DEM,Tom Stecher,0,228,228
Dubuque,Peosta Community Center,State House,57,DEM,Write-in,0,1,1
Dubuque,Peosta Community Center,State House,57,REP,Shannon Lundgren,0,13,13
Dubuque,Peosta Community Center,State House,57,REP,Write-in,0,0,0
Dubuque,Rockdale Methodist Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,11,11
Dubuque,Rockdale Methodist Church,U.S. Senate,,DEM,Robert M. Hogg,0,42,42
Dubuque,Rockdale Methodist Church,U.S. Senate,,DEM,Patty Judge,0,109,109
Dubuque,Rockdale Methodist Church,U.S. Senate,,DEM,Bob Krause,0,13,13
Dubuque,Rockdale Methodist Church,U.S. Senate,,DEM,Write-in,0,1,1
Dubuque,Rockdale Methodist Church,U.S. Senate,,REP,Charles E. Grassley,0,12,12
Dubuque,Rockdale Methodist Church,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Rockdale Methodist Church,U.S. House,1,DEM,Pat Murphy,0,95,95
Dubuque,Rockdale Methodist Church,U.S. House,1,DEM,Monica Vernon,0,101,101
Dubuque,Rockdale Methodist Church,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Rockdale Methodist Church,U.S. House,1,REP,Rod Blum,0,13,13
Dubuque,Rockdale Methodist Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Rockdale Methodist Church,State Senate,50,DEM,Pam Jochum,0,171,171
Dubuque,Rockdale Methodist Church,State Senate,50,DEM,Write-in,0,2,2
Dubuque,Rockdale Methodist Church,State Senate,50,REP,John Hulsizer Jr.,0,10,10
Dubuque,Rockdale Methodist Church,State Senate,50,REP,Write-in,0,0,0
Dubuque,Rockdale Methodist Church,State House,99,DEM,Abby Finkenauer,0,165,165
Dubuque,Rockdale Methodist Church,State House,99,DEM,Write-in,0,1,1
Dubuque,Rockdale Methodist Church,State House,99,REP,Write-in,0,0,0
Dubuque,Sacred Heart Curch,U.S. Senate,,DEM,Thomas L. Fiegen,0,5,5
Dubuque,Sacred Heart Curch,U.S. Senate,,DEM,Robert M. Hogg,0,12,12
Dubuque,Sacred Heart Curch,U.S. Senate,,DEM,Patty Judge,0,34,34
Dubuque,Sacred Heart Curch,U.S. Senate,,DEM,Bob Krause,0,5,5
Dubuque,Sacred Heart Curch,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Sacred Heart Curch,U.S. Senate,,REP,Charles E. Grassley,0,10,10
Dubuque,Sacred Heart Curch,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Sacred Heart Curch,U.S. House,1,DEM,Pat Murphy,0,37,37
Dubuque,Sacred Heart Curch,U.S. House,1,DEM,Monica Vernon,0,24,24
Dubuque,Sacred Heart Curch,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,Sacred Heart Curch,U.S. House,1,REP,Rod Blum,0,8,8
Dubuque,Sacred Heart Curch,U.S. House,1,REP,Write-in,0,0,0
Dubuque,Sacred Heart Curch,State Senate,50,DEM,Pam Jochum,0,56,56
Dubuque,Sacred Heart Curch,State Senate,50,DEM,Write-in,0,0,0
Dubuque,Sacred Heart Curch,State Senate,50,REP,John Hulsizer Jr.,0,7,7
Dubuque,Sacred Heart Curch,State Senate,50,REP,Write-in,0,0,0
Dubuque,Sacred Heart Curch,State House,100,DEM,Charles Isenhart,0,54,54
Dubuque,Sacred Heart Curch,State House,100,DEM,Write-in,0,0,0
Dubuque,Sacred Heart Curch,State House,100,REP,Write-in,0,0,0
Dubuque,SS Peter and Paul School,U.S. Senate,,DEM,Thomas L. Fiegen,0,9,9
Dubuque,SS Peter and Paul School,U.S. Senate,,DEM,Robert M. Hogg,0,31,31
Dubuque,SS Peter and Paul School,U.S. Senate,,DEM,Patty Judge,0,78,78
Dubuque,SS Peter and Paul School,U.S. Senate,,DEM,Bob Krause,0,8,8
Dubuque,SS Peter and Paul School,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,SS Peter and Paul School,U.S. Senate,,REP,Charles E. Grassley,0,12,12
Dubuque,SS Peter and Paul School,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,SS Peter and Paul School,U.S. House,1,DEM,Pat Murphy,0,68,68
Dubuque,SS Peter and Paul School,U.S. House,1,DEM,Monica Vernon,0,71,71
Dubuque,SS Peter and Paul School,U.S. House,1,DEM,Write-in,0,1,1
Dubuque,SS Peter and Paul School,U.S. House,1,REP,Rod Blum,0,13,13
Dubuque,SS Peter and Paul School,U.S. House,1,REP,Write-in,0,0,0
Dubuque,SS Peter and Paul School,State House,57,DEM,Tom Stecher,0,106,106
Dubuque,SS Peter and Paul School,State House,57,DEM,Write-in,0,1,1
Dubuque,SS Peter and Paul School,State House,57,REP,Shannon Lundgren,0,11,11
Dubuque,SS Peter and Paul School,State House,57,REP,Write-in,0,0,0
Dubuque,St John's Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,4,4
Dubuque,St John's Church,U.S. Senate,,DEM,Robert M. Hogg,0,17,17
Dubuque,St John's Church,U.S. Senate,,DEM,Patty Judge,0,38,38
Dubuque,St John's Church,U.S. Senate,,DEM,Bob Krause,0,4,4
Dubuque,St John's Church,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,St John's Church,U.S. Senate,,REP,Charles E. Grassley,0,5,5
Dubuque,St John's Church,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,St John's Church,U.S. House,1,DEM,Pat Murphy,0,39,39
Dubuque,St John's Church,U.S. House,1,DEM,Monica Vernon,0,23,23
Dubuque,St John's Church,U.S. House,1,DEM,Write-in,0,0,0
Dubuque,St John's Church,U.S. House,1,REP,Rod Blum,0,5,5
Dubuque,St John's Church,U.S. House,1,REP,Write-in,0,0,0
Dubuque,St John's Church,State Senate,50,DEM,Pam Jochum,0,51,51
Dubuque,St John's Church,State Senate,50,DEM,Write-in,0,1,1
Dubuque,St John's Church,State Senate,50,REP,John Hulsizer Jr.,0,5,5
Dubuque,St John's Church,State Senate,50,REP,Write-in,0,0,0
Dubuque,St John's Church,State House,100,DEM,Charles Isenhart,0,49,49
Dubuque,St John's Church,State House,100,DEM,Write-in,0,2,2
Dubuque,St John's Church,State House,100,REP,Write-in,0,1,1
Dubuque,Summit Church,U.S. Senate,,DEM,Thomas L. Fiegen,0,5,5
Dubuque,Summit Church,U.S. Senate,,DEM,Robert M. Hogg,0,61,61
Dubuque,Summit Church,U.S. Senate,,DEM,Patty Judge,0,80,80
Dubuque,Summit Church,U.S. Senate,,DEM,Bob Krause,0,8,8
Dubuque,Summit Church,U.S. Senate,,DEM,Write-in,0,0,0
Dubuque,Summit Church,U.S. Senate,,REP,Charles E. Grassley,0,21,21
Dubuque,Summit Church,U.S. Senate,,REP,Write-in,0,0,0
Dubuque,Summit Church,U.S. House,1,DEM,Pat Murphy,0,80,80
Dubuque,Summit Church,U.S. House,1,DEM,Monica Vernon,0,85,85
Dubuque,Summit Church,U.S. House,1,DEM,Write-in,0,1,1
