office,candidate,party,county,votes
President/Vice President,Jill Stein / Ajamu Baraka,Green,Dickinson,54
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Dickinson,6
President/Vice President,Donald Trump / Mike Pence,Republican,Dickinson,6753
President/Vice President,Total,,Dickinson,10457
President/Vice President,Write-In,,Dickinson,89
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Dickinson,8
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Dickinson,14
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Dubuque,305
President/Vice President,Under Votes,,Dubuque,461
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Dubuque,2013
President/Vice President,Over Votes,,Dubuque,39
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Dubuque,12
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Dubuque,60
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Dubuque,22850
President/Vice President,Jill Stein / Ajamu Baraka,Green,Dubuque,379
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Dubuque,12
President/Vice President,Donald Trump / Mike Pence,Republican,Dubuque,23460
President/Vice President,Total,,Dubuque,50221
President/Vice President,Write-In,,Dubuque,504
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Dubuque,88
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Dubuque,38
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Emmet,16
President/Vice President,Under Votes,,Emmet,47
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Emmet,139
President/Vice President,Over Votes,,Emmet,10
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Emmet,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Emmet,20
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Emmet,1357
President/Vice President,Jill Stein / Ajamu Baraka,Green,Emmet,26
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Emmet,0
President/Vice President,Donald Trump / Mike Pence,Republican,Emmet,3124
President/Vice President,Total,,Emmet,4810
President/Vice President,Write-In,,Emmet,41
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Emmet,16
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Emmet,13
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Fayette,65
President/Vice President,Under Votes,,Fayette,105
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Fayette,328
President/Vice President,Over Votes,,Fayette,18
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Fayette,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Fayette,43
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Fayette,3689
President/Vice President,Jill Stein / Ajamu Baraka,Green,Fayette,62
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Fayette,4
President/Vice President,Donald Trump / Mike Pence,Republican,Fayette,5620
President/Vice President,Total,,Fayette,10098
President/Vice President,Write-In,,Fayette,104
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Fayette,24
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Fayette,35
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Floyd,63
President/Vice President,Under Votes,,Floyd,86
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Floyd,241
President/Vice President,Over Votes,,Floyd,13
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Floyd,3
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Floyd,43
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Floyd,3179
President/Vice President,Jill Stein / Ajamu Baraka,Green,Floyd,60
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Floyd,3
President/Vice President,Donald Trump / Mike Pence,Republican,Floyd,4375
President/Vice President,Total,,Floyd,8159
President/Vice President,Write-In,,Floyd,69
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Floyd,16
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Floyd,8
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Franklin,28
President/Vice President,Under Votes,,Franklin,65
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Franklin,188
President/Vice President,Over Votes,,Franklin,13
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Franklin,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Franklin,16
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Franklin,1493
President/Vice President,Jill Stein / Ajamu Baraka,Green,Franklin,31
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Franklin,2
President/Vice President,Donald Trump / Mike Pence,Republican,Franklin,3163
President/Vice President,Total,,Franklin,5046
President/Vice President,Write-In,,Franklin,38
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Franklin,4
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Franklin,5
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Fremont,19
President/Vice President,Under Votes,,Fremont,33
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Fremont,115
President/Vice President,Over Votes,,Fremont,5
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Fremont,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Fremont,15
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Fremont,963
President/Vice President,Jill Stein / Ajamu Baraka,Green,Fremont,21
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Fremont,3
President/Vice President,Donald Trump / Mike Pence,Republican,Fremont,2407
President/Vice President,Total,,Fremont,3633
President/Vice President,Write-In,,Fremont,31
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Fremont,9
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Fremont,10
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Greene,29
President/Vice President,Under Votes,,Greene,49
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Greene,160
President/Vice President,Over Votes,,Greene,6
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Greene,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Greene,20
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Greene,1691
President/Vice President,Jill Stein / Ajamu Baraka,Green,Greene,31
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Greene,1
President/Vice President,Donald Trump / Mike Pence,Republican,Greene,2820
President/Vice President,Total,,Greene,4876
President/Vice President,Write-In,,Greene,55
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Greene,4
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Greene,9
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Grundy,50
President/Vice President,Under Votes,,Grundy,71
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Grundy,233
President/Vice President,Over Votes,,Grundy,1
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Grundy,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Grundy,37
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Grundy,1856
President/Vice President,Jill Stein / Ajamu Baraka,Green,Grundy,38
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Grundy,3
President/Vice President,Donald Trump / Mike Pence,Republican,Grundy,4527
President/Vice President,Total,,Grundy,6944
President/Vice President,Write-In,,Grundy,96
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Grundy,21
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Grundy,11
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Guthrie,18
President/Vice President,Under Votes,,Guthrie,61
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Guthrie,258
President/Vice President,Over Votes,,Guthrie,5
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Guthrie,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Guthrie,20
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Guthrie,1732
President/Vice President,Jill Stein / Ajamu Baraka,Green,Guthrie,19
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Guthrie,0
President/Vice President,Donald Trump / Mike Pence,Republican,Guthrie,3628
President/Vice President,Total,,Guthrie,5816
President/Vice President,Write-In,,Guthrie,53
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Guthrie,7
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Guthrie,15
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Hamilton,68
President/Vice President,Under Votes,,Hamilton,68
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Hamilton,259
President/Vice President,Over Votes,,Hamilton,23
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Hamilton,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Hamilton,51
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Hamilton,2726
President/Vice President,Jill Stein / Ajamu Baraka,Green,Hamilton,31
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Hamilton,3
President/Vice President,Donald Trump / Mike Pence,Republican,Hamilton,4463
President/Vice President,Total,,Hamilton,7785
President/Vice President,Write-In,,Hamilton,80
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Hamilton,8
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Hamilton,5
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Hancock,31
President/Vice President,Under Votes,,Hancock,50
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Hancock,166
President/Vice President,Over Votes,,Hancock,12
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Hancock,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Hancock,23
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Hancock,1587
President/Vice President,Jill Stein / Ajamu Baraka,Green,Hancock,24
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Hancock,1
President/Vice President,Donald Trump / Mike Pence,Republican,Hancock,3977
President/Vice President,Total,,Hancock,5933
President/Vice President,Write-In,,Hancock,41
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Hancock,13
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Hancock,8
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Hardin,69
President/Vice President,Under Votes,,Hardin,85
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Hardin,298
President/Vice President,Over Votes,,Hardin,21
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Hardin,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Hardin,8
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Hardin,2787
President/Vice President,Jill Stein / Ajamu Baraka,Green,Hardin,28
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Hardin,4
President/Vice President,Donald Trump / Mike Pence,Republican,Hardin,5254
President/Vice President,Total,,Hardin,8639
President/Vice President,Write-In,,Hardin,69
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Hardin,9
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Hardin,3
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Harrison,39
President/Vice President,Under Votes,,Harrison,73
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Harrison,210
President/Vice President,Over Votes,,Harrison,14
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Harrison,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Harrison,37
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Harrison,2131
President/Vice President,Jill Stein / Ajamu Baraka,Green,Harrison,50
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Harrison,3
President/Vice President,Donald Trump / Mike Pence,Republican,Harrison,4902
President/Vice President,Total,,Harrison,7552
President/Vice President,Write-In,,Harrison,68
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Harrison,17
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Harrison,7
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Henry,100
President/Vice President,Under Votes,,Henry,73
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Henry,337
President/Vice President,Over Votes,,Henry,23
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Henry,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Henry,40
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Henry,2904
President/Vice President,Jill Stein / Ajamu Baraka,Green,Henry,113
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Henry,4
President/Vice President,Donald Trump / Mike Pence,Republican,Henry,5779
President/Vice President,Total,,Henry,9500
President/Vice President,Write-In,,Henry,94
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Henry,14
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Henry,15
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Howard,15
President/Vice President,Under Votes,,Howard,72
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Howard,131
President/Vice President,Over Votes,,Howard,9
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Howard,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Howard,15
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Howard,1677
President/Vice President,Jill Stein / Ajamu Baraka,Green,Howard,38
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Howard,0
President/Vice President,Donald Trump / Mike Pence,Republican,Howard,2611
President/Vice President,Total,,Howard,4640
President/Vice President,Write-In,,Howard,47
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Howard,11
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Howard,13
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Humboldt,40
President/Vice President,Under Votes,,Humboldt,45
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Humboldt,127
President/Vice President,Over Votes,,Humboldt,9
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Humboldt,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Humboldt,13
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Humboldt,1252
President/Vice President,Jill Stein / Ajamu Baraka,Green,Humboldt,20
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Humboldt,2
President/Vice President,Donald Trump / Mike Pence,Republican,Humboldt,3568
President/Vice President,Total,,Humboldt,5141
President/Vice President,Write-In,,Humboldt,49
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Humboldt,8
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Humboldt,6
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Ida,16
President/Vice President,Under Votes,,Ida,33
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Ida,103
President/Vice President,Over Votes,,Ida,3
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Ida,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Ida,8
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Ida,792
President/Vice President,Jill Stein / Ajamu Baraka,Green,Ida,9
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Ida,0
President/Vice President,Donald Trump / Mike Pence,Republican,Ida,2655
President/Vice President,Total,,Ida,3648
President/Vice President,Write-In,,Ida,21
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Ida,2
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Ida,4
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Iowa,54
President/Vice President,Under Votes,,Iowa,90
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Iowa,317
President/Vice President,Over Votes,,Iowa,8
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Iowa,0
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Iowa,69
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Iowa,3084
President/Vice President,Jill Stein / Ajamu Baraka,Green,Iowa,61
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Iowa,6
President/Vice President,Donald Trump / Mike Pence,Republican,Iowa,5205
President/Vice President,Total,,Iowa,9002
President/Vice President,Write-In,,Iowa,85
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Iowa,14
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Iowa,9
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Jackson,55
President/Vice President,Under Votes,,Jackson,167
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Jackson,319
President/Vice President,Over Votes,,Jackson,27
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Jackson,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Jackson,53
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Jackson,3837
President/Vice President,Jill Stein / Ajamu Baraka,Green,Jackson,85
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Jackson,7
President/Vice President,Donald Trump / Mike Pence,Republican,Jackson,5824
President/Vice President,Total,,Jackson,10504
President/Vice President,Write-In,,Jackson,102
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Jackson,12
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Jackson,14
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Jasper,91
President/Vice President,Under Votes,,Jasper,134
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Jasper,715
President/Vice President,Over Votes,,Jasper,58
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Jasper,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Jasper,90
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Jasper,7109
President/Vice President,Jill Stein / Ajamu Baraka,Green,Jasper,95
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Jasper,4
President/Vice President,Donald Trump / Mike Pence,Republican,Jasper,10560
President/Vice President,Total,,Jasper,19226
President/Vice President,Write-In,,Jasper,253
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Jasper,39
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Jasper,76
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Jefferson,25
President/Vice President,Under Votes,,Jefferson,110
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Jefferson,246
President/Vice President,Over Votes,,Jefferson,19
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Jefferson,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Jefferson,22
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Jefferson,3710
President/Vice President,Jill Stein / Ajamu Baraka,Green,Jefferson,256
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Jefferson,0
President/Vice President,Donald Trump / Mike Pence,Republican,Jefferson,3748
President/Vice President,Total,,Jefferson,8285
President/Vice President,Write-In,,Jefferson,136
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Jefferson,6
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Jefferson,5
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Johnson,721
President/Vice President,Under Votes,,Johnson,423
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Johnson,2758
President/Vice President,Over Votes,,Johnson,113
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Johnson,35
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Johnson,130
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Johnson,50200
President/Vice President,Jill Stein / Ajamu Baraka,Green,Johnson,878
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Johnson,18
President/Vice President,Donald Trump / Mike Pence,Republican,Johnson,21044
President/Vice President,Total,,Johnson,77476
President/Vice President,Write-In,,Johnson,964
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Johnson,67
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Johnson,125
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Jones,50
President/Vice President,Under Votes,,Jones,95
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Jones,305
President/Vice President,Over Votes,,Jones,8
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Jones,2
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Jones,40
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Jones,3787
President/Vice President,Jill Stein / Ajamu Baraka,Green,Jones,62
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Jones,1
President/Vice President,Donald Trump / Mike Pence,Republican,Jones,5720
President/Vice President,Total,,Jones,10236
President/Vice President,Write-In,,Jones,109
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Jones,25
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Jones,32
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Keokuk,15
President/Vice President,Under Votes,,Keokuk,44
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Keokuk,139
President/Vice President,Over Votes,,Keokuk,6
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Keokuk,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Keokuk,17
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Keokuk,1342
President/Vice President,Jill Stein / Ajamu Baraka,Green,Keokuk,28
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Keokuk,1
President/Vice President,Donald Trump / Mike Pence,Republican,Keokuk,3390
President/Vice President,Total,,Keokuk,5035
President/Vice President,Write-In,,Keokuk,44
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Keokuk,7
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Keokuk,1
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Kossuth,36
President/Vice President,Under Votes,,Kossuth,94
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Kossuth,194
President/Vice President,Over Votes,,Kossuth,41
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Kossuth,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Kossuth,22
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Kossuth,2543
President/Vice President,Jill Stein / Ajamu Baraka,Green,Kossuth,33
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Kossuth,1
President/Vice President,Donald Trump / Mike Pence,Republican,Kossuth,5653
President/Vice President,Total,,Kossuth,8742
President/Vice President,Write-In,,Kossuth,70
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Kossuth,28
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Kossuth,26
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Lee,84
President/Vice President,Under Votes,,Lee,148
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Lee,510
President/Vice President,Over Votes,,Lee,48
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Lee,5
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Lee,77
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Lee,6215
President/Vice President,Jill Stein / Ajamu Baraka,Green,Lee,145
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Lee,8
President/Vice President,Donald Trump / Mike Pence,Republican,Lee,8803
President/Vice President,Total,,Lee,16347
President/Vice President,Write-In,,Lee,187
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Lee,39
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Lee,78
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Linn,933
President/Vice President,Under Votes,,Linn,770
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Linn,5557
President/Vice President,Over Votes,,Linn,248
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Linn,23
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Linn,266
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Linn,58935
President/Vice President,Jill Stein / Ajamu Baraka,Green,Linn,1005
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Linn,34
President/Vice President,Donald Trump / Mike Pence,Republican,Linn,48390
President/Vice President,Total,,Linn,118116
President/Vice President,Write-In,,Linn,1703
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Linn,133
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Linn,119
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Louisa,39
President/Vice President,Under Votes,,Louisa,55
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Louisa,136
President/Vice President,Over Votes,,Louisa,13
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Louisa,4
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Louisa,26
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Louisa,1648
President/Vice President,Jill Stein / Ajamu Baraka,Green,Louisa,28
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Louisa,1
President/Vice President,Donald Trump / Mike Pence,Republican,Louisa,3069
President/Vice President,Total,,Louisa,5076
President/Vice President,Write-In,,Louisa,48
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Louisa,5
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Louisa,4
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Lucas,16
President/Vice President,Under Votes,,Lucas,28
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Lucas,115
President/Vice President,Over Votes,,Lucas,10
President/Vice President,Gloria La Riva / Dennis J. Banks,Socialism and Liberation,Lucas,1
President/Vice President,Darrell L. Castle / Scott N. Bradley,Constitution,Lucas,18
President/Vice President,Hillary Clinton / Tim Kaine,Democratic,Lucas,1239
President/Vice President,Jill Stein / Ajamu Baraka,Green,Lucas,28
President/Vice President,Rocky Roque De La Fuente / Michael Steinberg,Nominated by Petition,Lucas,0
President/Vice President,Donald Trump / Mike Pence,Republican,Lucas,2877
President/Vice President,Total,,Lucas,4392
President/Vice President,Write-In,,Lucas,50
President/Vice President,Lynn Kahn / Jay Stolba,New Independent,Lucas,4
President/Vice President,Dan R. Vacek / Mark G. Elworth,Legal Marijuana Now,Lucas,6
President/Vice President,Evan McMullin / Nathan Johnson,Nominated by Petition,Lyon,35
President/Vice President,Under Votes,,Lyon,47
President/Vice President,Gary Johnson / Bill Weld,Libertarian,Lyon,137
President/Vice President,Over Votes,,Lyon,7
