county,precinct,office,district,candidate,party,votes,absentee,election_day
Polk,JOHNSTON 3,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,JOHNSTON 4,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,JOHNSTON 5,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,JOHNSTON 6,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,MADISON,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,MITCHELLVILLE,President,,Ricki Sue King and Dayna R. Chandler,GKH,2,0,2
Polk,PLEASANT HILL 1,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,PLEASANT HILL 2,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,PLEASANT HILL 3,President,,Ricki Sue King and Dayna R. Chandler,GKH,3,1,2
Polk,POLK CITY,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,RUNNELLS,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,SAYLOR 1,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,SAYLOR 2,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,SHELDAHL,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 1,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 2,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 3,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,URBANDALE 4,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 5,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,URBANDALE 6,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 7,President,,Ricki Sue King and Dayna R. Chandler,GKH,3,3,0
Polk,URBANDALE 8,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,URBANDALE 9,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 10,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,URBANDALE 11,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WASHINGTON,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEBSTER,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 111,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,WEST DES MOINES 112,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 113,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 114,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,WEST DES MOINES 115,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 116,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 117,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 118,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 211,President,,Ricki Sue King and Dayna R. Chandler,GKH,2,2,0
Polk,WEST DES MOINES 212,President,,Ricki Sue King and Dayna R. Chandler,GKH,2,1,1
Polk,WEST DES MOINES 213,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 311,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,WEST DES MOINES 312,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 313,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 314,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 315,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,0,1
Polk,WEST DES MOINES 316,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,WEST DES MOINES 317,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WEST DES MOINES 318,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WINDSOR HEIGHTS 1,President,,Ricki Sue King and Dayna R. Chandler,GKH,1,1,0
Polk,WINDSOR HEIGHTS 2,President,,Ricki Sue King and Dayna R. Chandler,GKH,0,0,0
Polk,WINDSOR HEIGHTS 3,President,,Ricki Sue King and Dayna R. Chandler,GKH,2,0,2
Polk,DES MOINES 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,3,1
Polk,DES MOINES 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 5,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,DES MOINES 6,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 7,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,DES MOINES 8,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 9,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 10,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,DES MOINES 11,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,1,4
Polk,DES MOINES 12,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 13,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,3,1
Polk,DES MOINES 14,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 15,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,DES MOINES 16,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,4,1
Polk,DES MOINES 17,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,DES MOINES 18,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,4,0
Polk,DES MOINES 19,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 20,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 21,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DES MOINES 22,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,DES MOINES 23,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,3,1
Polk,DES MOINES 24,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 25,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 26,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,1,5
Polk,DES MOINES 27,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 28,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,DES MOINES 29,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,DES MOINES 30,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,0,3
Polk,DES MOINES 31,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 32,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,0,3
Polk,DES MOINES 33,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,DES MOINES 34,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 35,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DES MOINES 36,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DES MOINES 37,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 38,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 39,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,2,3
Polk,DES MOINES 40,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,1,5
Polk,DES MOINES 41,President,,Howie Hawkins and Angela Nicole Walker,GRN,8,4,4
Polk,DES MOINES 42,President,,Howie Hawkins and Angela Nicole Walker,GRN,9,5,4
Polk,DES MOINES 43,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 44,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,6,0
Polk,DES MOINES 45,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,DES MOINES 46,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 47,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 48,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 49,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 50,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,2,3
Polk,DES MOINES 51,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 52,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,DES MOINES 53,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 54,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 55,President,,Howie Hawkins and Angela Nicole Walker,GRN,11,8,3
Polk,DES MOINES 56,President,,Howie Hawkins and Angela Nicole Walker,GRN,7,3,4
Polk,DES MOINES 57,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 58,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,4,2
Polk,DES MOINES 59,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,DES MOINES 60,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,DES MOINES 61,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 62,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,4,2
Polk,DES MOINES 63,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,DES MOINES 64,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,DES MOINES 65,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 66,President,,Howie Hawkins and Angela Nicole Walker,GRN,7,3,4
Polk,DES MOINES 67,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DES MOINES 68,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,DES MOINES 69,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,DES MOINES 70,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 71,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 72,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 73,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,DES MOINES 74,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 75,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 76,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,DES MOINES 77,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 78,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,DES MOINES 79,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DES MOINES 80,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,DES MOINES 81,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,DES MOINES 82,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,DES MOINES 83,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,DES MOINES 84,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,ALLEMAN,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,ALLEN,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,ALTOONA 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,ALTOONA 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,3,0
Polk,ALTOONA 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,ALTOONA 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,0,3
Polk,ALTOONA 5,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,ANKENY 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,7,5,2
Polk,ANKENY 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,4,1
Polk,ANKENY 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,ANKENY 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,0,4
Polk,ANKENY 5,President,,Howie Hawkins and Angela Nicole Walker,GRN,8,2,6
Polk,ANKENY 6,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,ANKENY 7,President,,Howie Hawkins and Angela Nicole Walker,GRN,8,0,8
Polk,ANKENY 8,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,5,0
Polk,ANKENY 9,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,3,2
Polk,ANKENY 10,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,ANKENY 11,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,ANKENY 12,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,3,2
Polk,ANKENY 13,President,,Howie Hawkins and Angela Nicole Walker,GRN,7,3,4
Polk,ANKENY 14,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,3,1
Polk,ANKENY 15,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,BONDURANT 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,BONDURANT 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,CLAY,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,CLIVE 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,CLIVE 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,CLIVE 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,CLIVE 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,CROCKER 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,CROCKER 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DELAWARE 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DELAWARE 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,DOUGLAS,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,ELKHART,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,FOUR MILE 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,FRANKLIN 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,GRANGER 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,GRIMES 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,2,3
Polk,GRIMES 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,3,3
Polk,GRIMES 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,JEFFERSON 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,JOHNSTON 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,JOHNSTON 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,JOHNSTON 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,JOHNSTON 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,JOHNSTON 5,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,JOHNSTON 6,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,MADISON,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,MITCHELLVILLE,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,PLEASANT HILL 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,3,1
Polk,PLEASANT HILL 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,PLEASANT HILL 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,POLK CITY,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,0,3
Polk,RUNNELLS,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,SAYLOR 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,SAYLOR 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,SHELDAHL,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,URBANDALE 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,2,3
Polk,URBANDALE 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,4,1
Polk,URBANDALE 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,2,2
Polk,URBANDALE 4,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,URBANDALE 5,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,4,1
Polk,URBANDALE 6,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,0,2
Polk,URBANDALE 7,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,URBANDALE 8,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,1,5
Polk,URBANDALE 9,President,,Howie Hawkins and Angela Nicole Walker,GRN,5,0,5
Polk,URBANDALE 10,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,URBANDALE 11,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,1,1
Polk,WASHINGTON,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,WEBSTER,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,WEST DES MOINES 111,President,,Howie Hawkins and Angela Nicole Walker,GRN,7,6,1
Polk,WEST DES MOINES 112,President,,Howie Hawkins and Angela Nicole Walker,GRN,2,2,0
Polk,WEST DES MOINES 113,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,WEST DES MOINES 114,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,3,0
Polk,WEST DES MOINES 115,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,WEST DES MOINES 116,President,,Howie Hawkins and Angela Nicole Walker,GRN,4,1,3
Polk,WEST DES MOINES 117,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,WEST DES MOINES 118,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,WEST DES MOINES 211,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,WEST DES MOINES 212,President,,Howie Hawkins and Angela Nicole Walker,GRN,8,6,2
Polk,WEST DES MOINES 213,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,WEST DES MOINES 311,President,,Howie Hawkins and Angela Nicole Walker,GRN,6,5,1
Polk,WEST DES MOINES 312,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,2,1
Polk,WEST DES MOINES 313,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,WEST DES MOINES 314,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,WEST DES MOINES 315,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,WEST DES MOINES 316,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,WEST DES MOINES 317,President,,Howie Hawkins and Angela Nicole Walker,GRN,3,1,2
Polk,WEST DES MOINES 318,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,WINDSOR HEIGHTS 1,President,,Howie Hawkins and Angela Nicole Walker,GRN,0,0,0
Polk,WINDSOR HEIGHTS 2,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,0,1
Polk,WINDSOR HEIGHTS 3,President,,Howie Hawkins and Angela Nicole Walker,GRN,1,1,0
Polk,DES MOINES 1,President,,Jo Jorgensen and Jeremy Cohen,LIB,14,5,9
Polk,DES MOINES 2,President,,Jo Jorgensen and Jeremy Cohen,LIB,15,2,13
Polk,DES MOINES 3,President,,Jo Jorgensen and Jeremy Cohen,LIB,18,8,10
Polk,DES MOINES 4,President,,Jo Jorgensen and Jeremy Cohen,LIB,12,4,8
Polk,DES MOINES 5,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,3,3
Polk,DES MOINES 6,President,,Jo Jorgensen and Jeremy Cohen,LIB,15,4,11
Polk,DES MOINES 7,President,,Jo Jorgensen and Jeremy Cohen,LIB,33,12,21
Polk,DES MOINES 8,President,,Jo Jorgensen and Jeremy Cohen,LIB,13,7,6
Polk,DES MOINES 9,President,,Jo Jorgensen and Jeremy Cohen,LIB,23,10,13
Polk,DES MOINES 10,President,,Jo Jorgensen and Jeremy Cohen,LIB,17,7,10
Polk,DES MOINES 11,President,,Jo Jorgensen and Jeremy Cohen,LIB,14,3,11
Polk,DES MOINES 12,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,2,4
Polk,DES MOINES 13,President,,Jo Jorgensen and Jeremy Cohen,LIB,11,3,8
Polk,DES MOINES 14,President,,Jo Jorgensen and Jeremy Cohen,LIB,13,3,10
Polk,DES MOINES 15,President,,Jo Jorgensen and Jeremy Cohen,LIB,33,14,19
Polk,DES MOINES 16,President,,Jo Jorgensen and Jeremy Cohen,LIB,27,6,21
Polk,DES MOINES 17,President,,Jo Jorgensen and Jeremy Cohen,LIB,18,4,14
Polk,DES MOINES 18,President,,Jo Jorgensen and Jeremy Cohen,LIB,8,6,2
Polk,DES MOINES 19,President,,Jo Jorgensen and Jeremy Cohen,LIB,5,1,4
Polk,DES MOINES 20,President,,Jo Jorgensen and Jeremy Cohen,LIB,20,9,11
Polk,DES MOINES 21,President,,Jo Jorgensen and Jeremy Cohen,LIB,21,4,17
Polk,DES MOINES 22,President,,Jo Jorgensen and Jeremy Cohen,LIB,22,9,13
Polk,DES MOINES 23,President,,Jo Jorgensen and Jeremy Cohen,LIB,5,1,4
Polk,DES MOINES 24,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,1,8
Polk,DES MOINES 25,President,,Jo Jorgensen and Jeremy Cohen,LIB,8,0,8
Polk,DES MOINES 26,President,,Jo Jorgensen and Jeremy Cohen,LIB,12,4,8
Polk,DES MOINES 27,President,,Jo Jorgensen and Jeremy Cohen,LIB,17,5,12
Polk,DES MOINES 28,President,,Jo Jorgensen and Jeremy Cohen,LIB,18,2,16
Polk,DES MOINES 29,President,,Jo Jorgensen and Jeremy Cohen,LIB,29,14,15
Polk,DES MOINES 30,President,,Jo Jorgensen and Jeremy Cohen,LIB,29,6,23
Polk,DES MOINES 31,President,,Jo Jorgensen and Jeremy Cohen,LIB,16,6,10
Polk,DES MOINES 32,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,0,6
Polk,DES MOINES 33,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,1,8
Polk,DES MOINES 34,President,,Jo Jorgensen and Jeremy Cohen,LIB,7,3,4
Polk,DES MOINES 35,President,,Jo Jorgensen and Jeremy Cohen,LIB,1,0,1
Polk,DES MOINES 36,President,,Jo Jorgensen and Jeremy Cohen,LIB,2,1,1
Polk,DES MOINES 37,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,3,6
Polk,DES MOINES 38,President,,Jo Jorgensen and Jeremy Cohen,LIB,7,4,3
Polk,DES MOINES 39,President,,Jo Jorgensen and Jeremy Cohen,LIB,19,13,6
Polk,DES MOINES 40,President,,Jo Jorgensen and Jeremy Cohen,LIB,4,3,1
Polk,DES MOINES 41,President,,Jo Jorgensen and Jeremy Cohen,LIB,26,8,18
Polk,DES MOINES 42,President,,Jo Jorgensen and Jeremy Cohen,LIB,37,15,22
Polk,DES MOINES 43,President,,Jo Jorgensen and Jeremy Cohen,LIB,11,7,4
Polk,DES MOINES 44,President,,Jo Jorgensen and Jeremy Cohen,LIB,24,9,15
Polk,DES MOINES 45,President,,Jo Jorgensen and Jeremy Cohen,LIB,3,1,2
Polk,DES MOINES 46,President,,Jo Jorgensen and Jeremy Cohen,LIB,7,2,5
Polk,DES MOINES 47,President,,Jo Jorgensen and Jeremy Cohen,LIB,22,11,11
Polk,DES MOINES 48,President,,Jo Jorgensen and Jeremy Cohen,LIB,5,3,2
Polk,DES MOINES 49,President,,Jo Jorgensen and Jeremy Cohen,LIB,6,0,6
Polk,DES MOINES 50,President,,Jo Jorgensen and Jeremy Cohen,LIB,17,7,10
Polk,DES MOINES 51,President,,Jo Jorgensen and Jeremy Cohen,LIB,10,3,7
Polk,DES MOINES 52,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,2,7
Polk,DES MOINES 53,President,,Jo Jorgensen and Jeremy Cohen,LIB,4,0,4
Polk,DES MOINES 54,President,,Jo Jorgensen and Jeremy Cohen,LIB,12,4,8
Polk,DES MOINES 55,President,,Jo Jorgensen and Jeremy Cohen,LIB,29,15,14
Polk,DES MOINES 56,President,,Jo Jorgensen and Jeremy Cohen,LIB,30,9,21
Polk,DES MOINES 57,President,,Jo Jorgensen and Jeremy Cohen,LIB,11,6,5
Polk,DES MOINES 58,President,,Jo Jorgensen and Jeremy Cohen,LIB,14,4,10
Polk,DES MOINES 59,President,,Jo Jorgensen and Jeremy Cohen,LIB,25,14,11
Polk,DES MOINES 60,President,,Jo Jorgensen and Jeremy Cohen,LIB,12,6,6
Polk,DES MOINES 61,President,,Jo Jorgensen and Jeremy Cohen,LIB,10,5,5
Polk,DES MOINES 62,President,,Jo Jorgensen and Jeremy Cohen,LIB,13,8,5
Polk,DES MOINES 63,President,,Jo Jorgensen and Jeremy Cohen,LIB,9,5,4
Polk,DES MOINES 64,President,,Jo Jorgensen and Jeremy Cohen,LIB,16,5,11
Polk,DES MOINES 65,President,,Jo Jorgensen and Jeremy Cohen,LIB,17,10,7
Polk,DES MOINES 66,President,,Jo Jorgensen and Jeremy Cohen,LIB,19,7,12
Polk,DES MOINES 67,President,,Jo Jorgensen and Jeremy Cohen,LIB,11,5,6
Polk,DES MOINES 68,President,,Jo Jorgensen and Jeremy Cohen,LIB,11,8,3
Polk,DES MOINES 69,President,,Jo Jorgensen and Jeremy Cohen,LIB,15,6,9
Polk,DES MOINES 70,President,,Jo Jorgensen and Jeremy Cohen,LIB,8,3,5
Polk,DES MOINES 71,President,,Jo Jorgensen and Jeremy Cohen,LIB,18,8,10
Polk,DES MOINES 72,President,,Jo Jorgensen and Jeremy Cohen,LIB,4,0,4
Polk,DES MOINES 73,President,,Jo Jorgensen and Jeremy Cohen,LIB,18,9,9
Polk,DES MOINES 74,President,,Jo Jorgensen and Jeremy Cohen,LIB,8,1,7
