office,candidate,party,county,votes
President/Vice President,Total,,IOWA,7035
President/Vice President,Scattering,,IOWA,4
President/Vice President,Hagelin / Tompkins,Natural Law,IOWA,11
President/Vice President,Clinton / Gore,Democratic,JACKSON,4609
President/Vice President,Perot / Campbell,Reform,JACKSON,936
President/Vice President,Nader / Goeke,Green,JACKSON,37
President/Vice President,Dole / Kemp,Republican,JACKSON,2827
President/Vice President,Phillips / Knight Jr.,Taxpayer,JACKSON,14
President/Vice President,Browne / Jorgensen,Libertarian,JACKSON,14
President/Vice President,Harris / Garza,Socialist Workers,JACKSON,3
President/Vice President,Total,,JACKSON,8461
President/Vice President,Scattering,,JACKSON,3
President/Vice President,Hagelin / Tompkins,Natural Law,JACKSON,18
President/Vice President,Clinton / Gore,Democratic,JASPER,8776
President/Vice President,Perot / Campbell,Reform,JASPER,1263
President/Vice President,Nader / Goeke,Green,JASPER,63
President/Vice President,Dole / Kemp,Republican,JASPER,6414
President/Vice President,Phillips / Knight Jr.,Taxpayer,JASPER,20
President/Vice President,Browne / Jorgensen,Libertarian,JASPER,13
President/Vice President,Harris / Garza,Socialist Workers,JASPER,6
President/Vice President,Total,,JASPER,16585
President/Vice President,Scattering,,JASPER,12
President/Vice President,Hagelin / Tompkins,Natural Law,JASPER,18
President/Vice President,Clinton / Gore,Democratic,JEFFERSON,2597
President/Vice President,Perot / Campbell,Reform,JEFFERSON,571
President/Vice President,Nader / Goeke,Green,JEFFERSON,47
President/Vice President,Dole / Kemp,Republican,JEFFERSON,2541
President/Vice President,Phillips / Knight Jr.,Taxpayer,JEFFERSON,11
President/Vice President,Browne / Jorgensen,Libertarian,JEFFERSON,39
President/Vice President,Harris / Garza,Socialist Workers,JEFFERSON,3
President/Vice President,Total,,JEFFERSON,7397
President/Vice President,Scattering,,JEFFERSON,14
President/Vice President,Hagelin / Tompkins,Natural Law,JEFFERSON,1574
President/Vice President,Clinton / Gore,Democratic,JOHNSON,27888
President/Vice President,Perot / Campbell,Reform,JOHNSON,2313
President/Vice President,Nader / Goeke,Green,JOHNSON,1491
President/Vice President,Dole / Kemp,Republican,JOHNSON,13402
President/Vice President,Phillips / Knight Jr.,Taxpayer,JOHNSON,37
President/Vice President,Browne / Jorgensen,Libertarian,JOHNSON,283
President/Vice President,Harris / Garza,Socialist Workers,JOHNSON,35
President/Vice President,Total,,JOHNSON,45732
President/Vice President,Scattering,,JOHNSON,84
President/Vice President,Hagelin / Tompkins,Natural Law,JOHNSON,199
President/Vice President,Clinton / Gore,Democratic,JONES,4668
President/Vice President,Perot / Campbell,Reform,JONES,765
President/Vice President,Nader / Goeke,Green,JONES,27
President/Vice President,Dole / Kemp,Republican,JONES,3083
President/Vice President,Phillips / Knight Jr.,Taxpayer,JONES,9
President/Vice President,Browne / Jorgensen,Libertarian,JONES,11
President/Vice President,Harris / Garza,Socialist Workers,JONES,1
President/Vice President,Total,,JONES,8581
President/Vice President,Scattering,,JONES,11
President/Vice President,Hagelin / Tompkins,Natural Law,JONES,6
President/Vice President,Clinton / Gore,Democratic,KEOKUK,2545
President/Vice President,Perot / Campbell,Reform,KEOKUK,432
President/Vice President,Nader / Goeke,Green,KEOKUK,10
President/Vice President,Dole / Kemp,Republican,KEOKUK,2080
President/Vice President,Phillips / Knight Jr.,Taxpayer,KEOKUK,17
President/Vice President,Browne / Jorgensen,Libertarian,KEOKUK,5
President/Vice President,Harris / Garza,Socialist Workers,KEOKUK,2
President/Vice President,Total,,KEOKUK,5101
President/Vice President,Scattering,,KEOKUK,0
President/Vice President,Hagelin / Tompkins,Natural Law,KEOKUK,10
President/Vice President,Clinton / Gore,Democratic,KOSSUTH,4031
President/Vice President,Perot / Campbell,Reform,KOSSUTH,932
President/Vice President,Nader / Goeke,Green,KOSSUTH,23
President/Vice President,Dole / Kemp,Republican,KOSSUTH,3477
President/Vice President,Phillips / Knight Jr.,Taxpayer,KOSSUTH,9
President/Vice President,Browne / Jorgensen,Libertarian,KOSSUTH,13
President/Vice President,Harris / Garza,Socialist Workers,KOSSUTH,1
President/Vice President,Total,,KOSSUTH,8505
President/Vice President,Scattering,,KOSSUTH,3
President/Vice President,Hagelin / Tompkins,Natural Law,KOSSUTH,16
President/Vice President,Clinton / Gore,Democratic,LEE,8831
President/Vice President,Perot / Campbell,Reform,LEE,1734
President/Vice President,Nader / Goeke,Green,LEE,64
President/Vice President,Dole / Kemp,Republican,LEE,4932
President/Vice President,Phillips / Knight Jr.,Taxpayer,LEE,23
President/Vice President,Browne / Jorgensen,Libertarian,LEE,38
President/Vice President,Harris / Garza,Socialist Workers,LEE,4
President/Vice President,Total,,LEE,15662
President/Vice President,Scattering,,LEE,9
President/Vice President,Hagelin / Tompkins,Natural Law,LEE,27
President/Vice President,Clinton / Gore,Democratic,LINN,45497
President/Vice President,Perot / Campbell,Reform,LINN,5607
President/Vice President,Nader / Goeke,Green,LINN,453
President/Vice President,Dole / Kemp,Republican,LINN,30958
President/Vice President,Phillips / Knight Jr.,Taxpayer,LINN,67
President/Vice President,Browne / Jorgensen,Libertarian,LINN,180
President/Vice President,Harris / Garza,Socialist Workers,LINN,17
President/Vice President,Total,,LINN,83035
President/Vice President,Scattering,,LINN,165
President/Vice President,Hagelin / Tompkins,Natural Law,LINN,91
President/Vice President,Clinton / Gore,Democratic,LOUISA,2081
President/Vice President,Perot / Campbell,Reform,LOUISA,590
President/Vice President,Nader / Goeke,Green,LOUISA,7
President/Vice President,Dole / Kemp,Republican,LOUISA,1565
President/Vice President,Phillips / Knight Jr.,Taxpayer,LOUISA,11
President/Vice President,Browne / Jorgensen,Libertarian,LOUISA,7
President/Vice President,Harris / Garza,Socialist Workers,LOUISA,0
President/Vice President,Total,,LOUISA,4275
President/Vice President,Scattering,,LOUISA,8
President/Vice President,Hagelin / Tompkins,Natural Law,LOUISA,6
President/Vice President,Clinton / Gore,Democratic,LUCAS,2168
President/Vice President,Perot / Campbell,Reform,LUCAS,433
President/Vice President,Nader / Goeke,Green,LUCAS,6
President/Vice President,Dole / Kemp,Republican,LUCAS,1586
President/Vice President,Phillips / Knight Jr.,Taxpayer,LUCAS,9
President/Vice President,Browne / Jorgensen,Libertarian,LUCAS,2
President/Vice President,Harris / Garza,Socialist Workers,LUCAS,1
President/Vice President,Total,,LUCAS,4209
President/Vice President,Scattering,,LUCAS,1
President/Vice President,Hagelin / Tompkins,Natural Law,LUCAS,3
President/Vice President,Clinton / Gore,Democratic,LYON,1489
President/Vice President,Perot / Campbell,Reform,LYON,422
President/Vice President,Nader / Goeke,Green,LYON,12
President/Vice President,Dole / Kemp,Republican,LYON,3396
President/Vice President,Phillips / Knight Jr.,Taxpayer,LYON,20
President/Vice President,Browne / Jorgensen,Libertarian,LYON,3
President/Vice President,Harris / Garza,Socialist Workers,LYON,2
President/Vice President,Total,,LYON,5352
President/Vice President,Scattering,,LYON,1
President/Vice President,Hagelin / Tompkins,Natural Law,LYON,7
President/Vice President,Clinton / Gore,Democratic,MADISON,3070
President/Vice President,Perot / Campbell,Reform,MADISON,654
President/Vice President,Nader / Goeke,Green,MADISON,18
President/Vice President,Dole / Kemp,Republican,MADISON,2550
President/Vice President,Phillips / Knight Jr.,Taxpayer,MADISON,17
President/Vice President,Browne / Jorgensen,Libertarian,MADISON,5
President/Vice President,Harris / Garza,Socialist Workers,MADISON,2
President/Vice President,Total,,MADISON,6327
President/Vice President,Scattering,,MADISON,5
President/Vice President,Hagelin / Tompkins,Natural Law,MADISON,6
President/Vice President,Clinton / Gore,Democratic,MAHASKA,3737
President/Vice President,Perot / Campbell,Reform,MAHASKA,656
President/Vice President,Nader / Goeke,Green,MAHASKA,24
President/Vice President,Dole / Kemp,Republican,MAHASKA,4473
President/Vice President,Phillips / Knight Jr.,Taxpayer,MAHASKA,14
President/Vice President,Browne / Jorgensen,Libertarian,MAHASKA,10
President/Vice President,Harris / Garza,Socialist Workers,MAHASKA,5
President/Vice President,Total,,MAHASKA,8941
President/Vice President,Scattering,,MAHASKA,5
President/Vice President,Hagelin / Tompkins,Natural Law,MAHASKA,17
President/Vice President,Clinton / Gore,Democratic,MARION,5978
President/Vice President,Perot / Campbell,Reform,MARION,871
President/Vice President,Nader / Goeke,Green,MARION,52
President/Vice President,Dole / Kemp,Republican,MARION,6100
President/Vice President,Phillips / Knight Jr.,Taxpayer,MARION,23
President/Vice President,Browne / Jorgensen,Libertarian,MARION,12
President/Vice President,Harris / Garza,Socialist Workers,MARION,2
President/Vice President,Total,,MARION,13052
President/Vice President,Scattering,,MARION,0
President/Vice President,Hagelin / Tompkins,Natural Law,MARION,14
President/Vice President,Clinton / Gore,Democratic,MARSHALL,8669
President/Vice President,Perot / Campbell,Reform,MARSHALL,1455
President/Vice President,Nader / Goeke,Green,MARSHALL,80
President/Vice President,Dole / Kemp,Republican,MARSHALL,7017
President/Vice President,Phillips / Knight Jr.,Taxpayer,MARSHALL,22
President/Vice President,Browne / Jorgensen,Libertarian,MARSHALL,23
President/Vice President,Harris / Garza,Socialist Workers,MARSHALL,7
President/Vice President,Total,,MARSHALL,17324
President/Vice President,Scattering,,MARSHALL,25
President/Vice President,Hagelin / Tompkins,Natural Law,MARSHALL,26
President/Vice President,Clinton / Gore,Democratic,MILLS,2068
President/Vice President,Perot / Campbell,Reform,MILLS,683
President/Vice President,Nader / Goeke,Green,MILLS,17
President/Vice President,Dole / Kemp,Republican,MILLS,2958
President/Vice President,Phillips / Knight Jr.,Taxpayer,MILLS,12
President/Vice President,Browne / Jorgensen,Libertarian,MILLS,19
President/Vice President,Harris / Garza,Socialist Workers,MILLS,2
President/Vice President,Total,,MILLS,5772
President/Vice President,Scattering,,MILLS,3
President/Vice President,Hagelin / Tompkins,Natural Law,MILLS,10
President/Vice President,Clinton / Gore,Democratic,MITCHELL,2596
President/Vice President,Perot / Campbell,Reform,MITCHELL,563
President/Vice President,Nader / Goeke,Green,MITCHELL,16
President/Vice President,Dole / Kemp,Republican,MITCHELL,1877
President/Vice President,Phillips / Knight Jr.,Taxpayer,MITCHELL,6
President/Vice President,Browne / Jorgensen,Libertarian,MITCHELL,3
President/Vice President,Harris / Garza,Socialist Workers,MITCHELL,0
President/Vice President,Total,,MITCHELL,5071
President/Vice President,Scattering,,MITCHELL,3
President/Vice President,Hagelin / Tompkins,Natural Law,MITCHELL,7
President/Vice President,Clinton / Gore,Democratic,MONONA,1952
President/Vice President,Perot / Campbell,Reform,MONONA,580
President/Vice President,Nader / Goeke,Green,MONONA,11
President/Vice President,Dole / Kemp,Republican,MONONA,1674
President/Vice President,Phillips / Knight Jr.,Taxpayer,MONONA,8
President/Vice President,Browne / Jorgensen,Libertarian,MONONA,4
President/Vice President,Harris / Garza,Socialist Workers,MONONA,0
President/Vice President,Total,,MONONA,4238
President/Vice President,Scattering,,MONONA,1
President/Vice President,Hagelin / Tompkins,Natural Law,MONONA,8
President/Vice President,Clinton / Gore,Democratic,MONROE,1884
President/Vice President,Perot / Campbell,Reform,MONROE,329
President/Vice President,Nader / Goeke,Green,MONROE,9
President/Vice President,Dole / Kemp,Republican,MONROE,1272
President/Vice President,Phillips / Knight Jr.,Taxpayer,MONROE,5
President/Vice President,Browne / Jorgensen,Libertarian,MONROE,5
President/Vice President,Harris / Garza,Socialist Workers,MONROE,0
President/Vice President,Total,,MONROE,3513
President/Vice President,Scattering,,MONROE,2
President/Vice President,Hagelin / Tompkins,Natural Law,MONROE,7
President/Vice President,Clinton / Gore,Democratic,MONTGOMERY,1912
President/Vice President,Perot / Campbell,Reform,MONTGOMERY,663
President/Vice President,Nader / Goeke,Green,MONTGOMERY,6
President/Vice President,Dole / Kemp,Republican,MONTGOMERY,2583
President/Vice President,Phillips / Knight Jr.,Taxpayer,MONTGOMERY,7
President/Vice President,Browne / Jorgensen,Libertarian,MONTGOMERY,9
President/Vice President,Harris / Garza,Socialist Workers,MONTGOMERY,0
President/Vice President,Total,,MONTGOMERY,5198
President/Vice President,Scattering,,MONTGOMERY,5
President/Vice President,Hagelin / Tompkins,Natural Law,MONTGOMERY,13
President/Vice President,Clinton / Gore,Democratic,MUSCATINE,7674
President/Vice President,Perot / Campbell,Reform,MUSCATINE,1705
President/Vice President,Nader / Goeke,Green,MUSCATINE,68
President/Vice President,Dole / Kemp,Republican,MUSCATINE,5858
President/Vice President,Phillips / Knight Jr.,Taxpayer,MUSCATINE,15
President/Vice President,Browne / Jorgensen,Libertarian,MUSCATINE,23
President/Vice President,Harris / Garza,Socialist Workers,MUSCATINE,7
President/Vice President,Total,,MUSCATINE,15386
President/Vice President,Scattering,,MUSCATINE,15
President/Vice President,Hagelin / Tompkins,Natural Law,MUSCATINE,21
President/Vice President,Clinton / Gore,Democratic,O’BRIEN,2236
President/Vice President,Perot / Campbell,Reform,O’BRIEN,578
President/Vice President,Nader / Goeke,Green,O’BRIEN,13
President/Vice President,Dole / Kemp,Republican,O’BRIEN,3877
President/Vice President,Phillips / Knight Jr.,Taxpayer,O’BRIEN,12
President/Vice President,Browne / Jorgensen,Libertarian,O’BRIEN,8
President/Vice President,Harris / Garza,Socialist Workers,O’BRIEN,0
President/Vice President,Total,,O’BRIEN,6735
President/Vice President,Scattering,,O’BRIEN,3
President/Vice President,Hagelin / Tompkins,Natural Law,O’BRIEN,8
President/Vice President,Clinton / Gore,Democratic,OSCEOLA,1010
President/Vice President,Perot / Campbell,Reform,OSCEOLA,274
President/Vice President,Nader / Goeke,Green,OSCEOLA,6
President/Vice President,Dole / Kemp,Republican,OSCEOLA,1736
President/Vice President,Phillips / Knight Jr.,Taxpayer,OSCEOLA,18
President/Vice President,Browne / Jorgensen,Libertarian,OSCEOLA,3
President/Vice President,Harris / Garza,Socialist Workers,OSCEOLA,0
President/Vice President,Total,,OSCEOLA,3051
President/Vice President,Scattering,,OSCEOLA,2
President/Vice President,Hagelin / Tompkins,Natural Law,OSCEOLA,2
President/Vice President,Clinton / Gore,Democratic,PAGE,2220
President/Vice President,Perot / Campbell,Reform,PAGE,753
President/Vice President,Nader / Goeke,Green,PAGE,16
President/Vice President,Dole / Kemp,Republican,PAGE,4032
President/Vice President,Phillips / Knight Jr.,Taxpayer,PAGE,5
President/Vice President,Browne / Jorgensen,Libertarian,PAGE,3
President/Vice President,Harris / Garza,Socialist Workers,PAGE,0
President/Vice President,Total,,PAGE,7043
President/Vice President,Scattering,,PAGE,3
President/Vice President,Hagelin / Tompkins,Natural Law,PAGE,11
President/Vice President,Clinton / Gore,Democratic,PALO ALTO,2371
President/Vice President,Perot / Campbell,Reform,PALO ALTO,477
President/Vice President,Nader / Goeke,Green,PALO ALTO,11
President/Vice President,Dole / Kemp,Republican,PALO ALTO,1817
President/Vice President,Phillips / Knight Jr.,Taxpayer,PALO ALTO,17
President/Vice President,Browne / Jorgensen,Libertarian,PALO ALTO,5
President/Vice President,Harris / Garza,Socialist Workers,PALO ALTO,1
President/Vice President,Total,,PALO ALTO,4703
President/Vice President,Scattering,,PALO ALTO,0
President/Vice President,Hagelin / Tompkins,Natural Law,PALO ALTO,4
President/Vice President,Clinton / Gore,Democratic,PLYMOUTH,3745
President/Vice President,Perot / Campbell,Reform,PLYMOUTH,997
President/Vice President,Nader / Goeke,Green,PLYMOUTH,16
President/Vice President,Dole / Kemp,Republican,PLYMOUTH,5117
President/Vice President,Phillips / Knight Jr.,Taxpayer,PLYMOUTH,52
President/Vice President,Browne / Jorgensen,Libertarian,PLYMOUTH,13
President/Vice President,Harris / Garza,Socialist Workers,PLYMOUTH,4
President/Vice President,Total,,PLYMOUTH,9956
President/Vice President,Scattering,,PLYMOUTH,0
President/Vice President,Hagelin / Tompkins,Natural Law,PLYMOUTH,12
President/Vice President,Clinton / Gore,Democratic,POCAHONTAS,1981
President/Vice President,Perot / Campbell,Reform,POCAHONTAS,478
President/Vice President,Nader / Goeke,Green,POCAHONTAS,9
President/Vice President,Dole / Kemp,Republican,POCAHONTAS,1707
President/Vice President,Phillips / Knight Jr.,Taxpayer,POCAHONTAS,14
President/Vice President,Browne / Jorgensen,Libertarian,POCAHONTAS,14
President/Vice President,Harris / Garza,Socialist Workers,POCAHONTAS,1
President/Vice President,Total,,POCAHONTAS,4215
President/Vice President,Scattering,,POCAHONTAS,3
President/Vice President,Hagelin / Tompkins,Natural Law,POCAHONTAS,8
President/Vice President,Clinton / Gore,Democratic,POLK,83877
President/Vice President,Perot / Campbell,Reform,POLK,9516
President/Vice President,Nader / Goeke,Green,POLK,786
President/Vice President,Dole / Kemp,Republican,POLK,60884
President/Vice President,Phillips / Knight Jr.,Taxpayer,POLK,272
President/Vice President,Browne / Jorgensen,Libertarian,POLK,301
President/Vice President,Harris / Garza,Socialist Workers,POLK,40
President/Vice President,Total,,POLK,156106
President/Vice President,Scattering,,POLK,233
President/Vice President,Hagelin / Tompkins,Natural Law,POLK,197
President/Vice President,Clinton / Gore,Democratic,POTTAWATTAMIE,13276
President/Vice President,Perot / Campbell,Reform,POTTAWATTAMIE,3534
President/Vice President,Nader / Goeke,Green,POTTAWATTAMIE,96
President/Vice President,Dole / Kemp,Republican,POTTAWATTAMIE,15648
President/Vice President,Phillips / Knight Jr.,Taxpayer,POTTAWATTAMIE,81
President/Vice President,Browne / Jorgensen,Libertarian,POTTAWATTAMIE,69
President/Vice President,Harris / Garza,Socialist Workers,POTTAWATTAMIE,2
President/Vice President,Total,,POTTAWATTAMIE,32821
President/Vice President,Scattering,,POTTAWATTAMIE,49
President/Vice President,Hagelin / Tompkins,Natural Law,POTTAWATTAMIE,66
President/Vice President,Clinton / Gore,Democratic,POWESHIEK,4183
President/Vice President,Perot / Campbell,Reform,POWESHIEK,681
President/Vice President,Nader / Goeke,Green,POWESHIEK,73
President/Vice President,Dole / Kemp,Republican,POWESHIEK,3221
President/Vice President,Phillips / Knight Jr.,Taxpayer,POWESHIEK,14
President/Vice President,Browne / Jorgensen,Libertarian,POWESHIEK,10
President/Vice President,Harris / Garza,Socialist Workers,POWESHIEK,9
President/Vice President,Total,,POWESHIEK,8214
President/Vice President,Scattering,,POWESHIEK,11
President/Vice President,Hagelin / Tompkins,Natural Law,POWESHIEK,12
President/Vice President,Clinton / Gore,Democratic,RINGGOLD,1439
President/Vice President,Perot / Campbell,Reform,RINGGOLD,310
President/Vice President,Nader / Goeke,Green,RINGGOLD,8
President/Vice President,Dole / Kemp,Republican,RINGGOLD,967
President/Vice President,Phillips / Knight Jr.,Taxpayer,RINGGOLD,7
President/Vice President,Browne / Jorgensen,Libertarian,RINGGOLD,3
President/Vice President,Harris / Garza,Socialist Workers,RINGGOLD,0
President/Vice President,Total,,RINGGOLD,2740
President/Vice President,Scattering,,RINGGOLD,1
President/Vice President,Hagelin / Tompkins,Natural Law,RINGGOLD,5
President/Vice President,Clinton / Gore,Democratic,SAC,2170
President/Vice President,Perot / Campbell,Reform,SAC,579
President/Vice President,Nader / Goeke,Green,SAC,15
President/Vice President,Dole / Kemp,Republican,SAC,2209
President/Vice President,Phillips / Knight Jr.,Taxpayer,SAC,15
President/Vice President,Browne / Jorgensen,Libertarian,SAC,4
President/Vice President,Harris / Garza,Socialist Workers,SAC,2
President/Vice President,Total,,SAC,4997
President/Vice President,Scattering,,SAC,0
President/Vice President,Hagelin / Tompkins,Natural Law,SAC,3
President/Vice President,Clinton / Gore,Democratic,SCOTT,32694
President/Vice President,Perot / Campbell,Reform,SCOTT,4991
President/Vice President,Nader / Goeke,Green,SCOTT,295
President/Vice President,Dole / Kemp,Republican,SCOTT,26751
President/Vice President,Phillips / Knight Jr.,Taxpayer,SCOTT,187
President/Vice President,Browne / Jorgensen,Libertarian,SCOTT,152
President/Vice President,Harris / Garza,Socialist Workers,SCOTT,25
President/Vice President,Total,,SCOTT,65202
President/Vice President,Scattering,,SCOTT,21
President/Vice President,Hagelin / Tompkins,Natural Law,SCOTT,86
President/Vice President,Clinton / Gore,Democratic,SHELBY,2176
President/Vice President,Perot / Campbell,Reform,SHELBY,652
President/Vice President,Nader / Goeke,Green,SHELBY,16
President/Vice President,Dole / Kemp,Republican,SHELBY,3056
President/Vice President,Phillips / Knight Jr.,Taxpayer,SHELBY,15
President/Vice President,Browne / Jorgensen,Libertarian,SHELBY,18
President/Vice President,Harris / Garza,Socialist Workers,SHELBY,0
President/Vice President,Total,,SHELBY,5941
President/Vice President,Scattering,,SHELBY,0
President/Vice President,Hagelin / Tompkins,Natural Law,SHELBY,8
President/Vice President,Clinton / Gore,Democratic,SIOUX,2392
President/Vice President,Perot / Campbell,Reform,SIOUX,718
President/Vice President,Nader / Goeke,Green,SIOUX,42
President/Vice President,Dole / Kemp,Republican,SIOUX,10864
President/Vice President,Phillips / Knight Jr.,Taxpayer,SIOUX,63
President/Vice President,Browne / Jorgensen,Libertarian,SIOUX,16
President/Vice President,Harris / Garza,Socialist Workers,SIOUX,3
President/Vice President,Total,,SIOUX,14110
President/Vice President,Scattering,,SIOUX,3
President/Vice President,Hagelin / Tompkins,Natural Law,SIOUX,9
President/Vice President,Clinton / Gore,Democratic,STORY,17234
President/Vice President,Perot / Campbell,Reform,STORY,2091
President/Vice President,Nader / Goeke,Green,STORY,601
President/Vice President,Dole / Kemp,Republican,STORY,12468
President/Vice President,Phillips / Knight Jr.,Taxpayer,STORY,55
President/Vice President,Browne / Jorgensen,Libertarian,STORY,116
President/Vice President,Harris / Garza,Socialist Workers,STORY,21
President/Vice President,Total,,STORY,32695
President/Vice President,Scattering,,STORY,50
President/Vice President,Hagelin / Tompkins,Natural Law,STORY,59
President/Vice President,Clinton / Gore,Democratic,TAMA,3994
President/Vice President,Perot / Campbell,Reform,TAMA,713
President/Vice President,Nader / Goeke,Green,TAMA,18
President/Vice President,Dole / Kemp,Republican,TAMA,2986
President/Vice President,Phillips / Knight Jr.,Taxpayer,TAMA,6
President/Vice President,Browne / Jorgensen,Libertarian,TAMA,13
President/Vice President,Harris / Garza,Socialist Workers,TAMA,2
President/Vice President,Total,,TAMA,7752
President/Vice President,Scattering,,TAMA,7
President/Vice President,Hagelin / Tompkins,Natural Law,TAMA,13
President/Vice President,Clinton / Gore,Democratic,TAYLOR,1458
President/Vice President,Perot / Campbell,Reform,TAYLOR,379
President/Vice President,Nader / Goeke,Green,TAYLOR,7
President/Vice President,Dole / Kemp,Republican,TAYLOR,1419
President/Vice President,Phillips / Knight Jr.,Taxpayer,TAYLOR,6
President/Vice President,Browne / Jorgensen,Libertarian,TAYLOR,2
President/Vice President,Harris / Garza,Socialist Workers,TAYLOR,0
President/Vice President,Total,,TAYLOR,3276
President/Vice President,Scattering,,TAYLOR,4
President/Vice President,Hagelin / Tompkins,Natural Law,TAYLOR,1
President/Vice President,Clinton / Gore,Democratic,UNION,2787
President/Vice President,Perot / Campbell,Reform,UNION,660
President/Vice President,Nader / Goeke,Green,UNION,18
President/Vice President,Dole / Kemp,Republican,UNION,2156
President/Vice President,Phillips / Knight Jr.,Taxpayer,UNION,28
President/Vice President,Browne / Jorgensen,Libertarian,UNION,1
President/Vice President,Harris / Garza,Socialist Workers,UNION,4
President/Vice President,Total,,UNION,5657
President/Vice President,Scattering,,UNION,1
President/Vice President,Hagelin / Tompkins,Natural Law,UNION,2
President/Vice President,Clinton / Gore,Democratic,VAN BUREN,1536
President/Vice President,Perot / Campbell,Reform,VAN BUREN,347
President/Vice President,Nader / Goeke,Green,VAN BUREN,6
President/Vice President,Dole / Kemp,Republican,VAN BUREN,1460
President/Vice President,Phillips / Knight Jr.,Taxpayer,VAN BUREN,8
President/Vice President,Browne / Jorgensen,Libertarian,VAN BUREN,6
President/Vice President,Harris / Garza,Socialist Workers,VAN BUREN,0
President/Vice President,Total,,VAN BUREN,3375
President/Vice President,Scattering,,VAN BUREN,4
President/Vice President,Hagelin / Tompkins,Natural Law,VAN BUREN,8
President/Vice President,Clinton / Gore,Democratic,WAPELLO,8437
President/Vice President,Perot / Campbell,Reform,WAPELLO,1376
President/Vice President,Nader / Goeke,Green,WAPELLO,54
President/Vice President,Dole / Kemp,Republican,WAPELLO,4828
President/Vice President,Phillips / Knight Jr.,Taxpayer,WAPELLO,16
President/Vice President,Browne / Jorgensen,Libertarian,WAPELLO,21
President/Vice President,Harris / Garza,Socialist Workers,WAPELLO,0
President/Vice President,Total,,WAPELLO,14770
President/Vice President,Scattering,,WAPELLO,9
President/Vice President,Hagelin / Tompkins,Natural Law,WAPELLO,29
President/Vice President,Clinton / Gore,Democratic,WARREN,9120
President/Vice President,Perot / Campbell,Reform,WARREN,1267
President/Vice President,Nader / Goeke,Green,WARREN,61
President/Vice President,Dole / Kemp,Republican,WARREN,6905
President/Vice President,Phillips / Knight Jr.,Taxpayer,WARREN,45
President/Vice President,Browne / Jorgensen,Libertarian,WARREN,27
President/Vice President,Harris / Garza,Socialist Workers,WARREN,7
President/Vice President,Total,,WARREN,17472
President/Vice President,Scattering,,WARREN,20
President/Vice President,Hagelin / Tompkins,Natural Law,WARREN,20
President/Vice President,Clinton / Gore,Democratic,WASHINGTON,3828
President/Vice President,Perot / Campbell,Reform,WASHINGTON,636
President/Vice President,Nader / Goeke,Green,WASHINGTON,38
President/Vice President,Dole / Kemp,Republican,WASHINGTON,3600
President/Vice President,Phillips / Knight Jr.,Taxpayer,WASHINGTON,23
President/Vice President,Browne / Jorgensen,Libertarian,WASHINGTON,17
President/Vice President,Harris / Garza,Socialist Workers,WASHINGTON,1
President/Vice President,Total,,WASHINGTON,8173
President/Vice President,Scattering,,WASHINGTON,3
President/Vice President,Hagelin / Tompkins,Natural Law,WASHINGTON,27
President/Vice President,Clinton / Gore,Democratic,WAYNE,1650
President/Vice President,Perot / Campbell,Reform,WAYNE,310
President/Vice President,Nader / Goeke,Green,WAYNE,3
President/Vice President,Dole / Kemp,Republican,WAYNE,1295
President/Vice President,Phillips / Knight Jr.,Taxpayer,WAYNE,4
President/Vice President,Browne / Jorgensen,Libertarian,WAYNE,0
President/Vice President,Harris / Garza,Socialist Workers,WAYNE,1
President/Vice President,Total,,WAYNE,3267
President/Vice President,Scattering,,WAYNE,4
President/Vice President,Hagelin / Tompkins,Natural Law,WAYNE,0
President/Vice President,Clinton / Gore,Democratic,WEBSTER,8380
President/Vice President,Perot / Campbell,Reform,WEBSTER,1580
President/Vice President,Nader / Goeke,Green,WEBSTER,40
President/Vice President,Dole / Kemp,Republican,WEBSTER,6275
President/Vice President,Phillips / Knight Jr.,Taxpayer,WEBSTER,10
President/Vice President,Browne / Jorgensen,Libertarian,WEBSTER,25
President/Vice President,Harris / Garza,Socialist Workers,WEBSTER,2
President/Vice President,Total,,WEBSTER,16328
President/Vice President,Scattering,,WEBSTER,7
President/Vice President,Hagelin / Tompkins,Natural Law,WEBSTER,9
President/Vice President,Clinton / Gore,Democratic,WINNEBAGO,2679
President/Vice President,Perot / Campbell,Reform,WINNEBAGO,590
President/Vice President,Nader / Goeke,Green,WINNEBAGO,10
President/Vice President,Dole / Kemp,Republican,WINNEBAGO,2211
President/Vice President,Phillips / Knight Jr.,Taxpayer,WINNEBAGO,11
President/Vice President,Browne / Jorgensen,Libertarian,WINNEBAGO,8
President/Vice President,Harris / Garza,Socialist Workers,WINNEBAGO,1
President/Vice President,Total,,WINNEBAGO,5521
President/Vice President,Scattering,,WINNEBAGO,3
President/Vice President,Hagelin / Tompkins,Natural Law,WINNEBAGO,8
President/Vice President,Clinton / Gore,Democratic,WINNESHIEK,4122
President/Vice President,Perot / Campbell,Reform,WINNESHIEK,973
President/Vice President,Nader / Goeke,Green,WINNESHIEK,102
President/Vice President,Dole / Kemp,Republican,WINNESHIEK,3532
President/Vice President,Phillips / Knight Jr.,Taxpayer,WINNESHIEK,10
President/Vice President,Browne / Jorgensen,Libertarian,WINNESHIEK,10
President/Vice President,Harris / Garza,Socialist Workers,WINNESHIEK,0
President/Vice President,Total,,WINNESHIEK,8770
